Code_INEGI,Municipality,Industry Group ID,Industry Group,Workforce
1001,Aguascalientes,4641,Comercio al por Menor de Artículos para el Cuidado de la Salud,1884
1001,Aguascalientes,4651,Comercio al por Menor de Artículos de Perfumería y Joyería,5065
1001,Aguascalientes,4652,Comercio al por Menor de Artículos para el Esparcimiento,793
1001,Aguascalientes,4661,Comercio al por Menor de Muebles para el Hogar y otros Enseres Domésticos,5592
1001,Aguascalientes,4662,"Comercio al por Menor de Mobiliario, Equipo y Accesorios de Cómputo, Teléfonos y otros Aparatos de Comunicación",1090
1001,Aguascalientes,4671,"Comercio al por Menor de Artículos de Ferretería, Tlapalería y Vidrios",5294
1001,Aguascalientes,4681,Comercio al por Menor de Automóviles y Camionetas,7837
1001,Aguascalientes,4682,"Comercio al por Menor de Partes y Refacciones para Automóviles, Camionetas y Camiones",250
1001,Aguascalientes,4881,Servicios Relacionados con el Transporte Aéreo,718
1001,Aguascalientes,5221,Banca Múltiple,1115
1001,Aguascalientes,5222,Instituciones Financieras de Fomento Económico,2907
1001,Aguascalientes,5322,Alquiler de Artículos para el Hogar y Personales,533
1001,Aguascalientes,5411,Servicios Legales,14062
1001,Aguascalientes,5412,"Servicios de Contabilidad, Auditoría y Servicios Relacionados",132
1001,Aguascalientes,5413,"Servicios de Arquitectura, Ingeniería y Actividades Relacionadas",602
1001,Aguascalientes,5414,Diseño Especializado,708
1001,Aguascalientes,5611,Servicios de Administración de Negocios,4223
1001,Aguascalientes,5613,Servicios de Empleo,4055
1001,Aguascalientes,5614,"Servicios de Apoyo Secretarial, Fotocopiado, Cobranza, Investigación Crediticia y Similares",3842
1001,Aguascalientes,5615,Agencias de Viajes y Servicios de Reservaciones,735
1001,Aguascalientes,6111,"Escuelas de Educación Básica, Media y para Necesidades Especiales",2911
1001,Aguascalientes,6112,Escuelas de Educación Técnica Superior,12870
1001,Aguascalientes,6211,Consultorios Médicos,4408
1001,Aguascalientes,6212,Consultorios Dentales,1309
1001,Aguascalientes,6221,Hospitales Generales,2215
1001,Aguascalientes,6222,Hospitales Psiquiátricos y para el Tratamiento por Adicción,6833
1001,Aguascalientes,6231,"Residencias con Cuidados de Enfermeras para Enfermos Convalecientes, en Rehabilitación, Incurables y Terminales",124
1001,Aguascalientes,7111,Compañías y Grupos de Espectáculos Artísticos y Culturales,791
1001,Aguascalientes,7112,Deportistas y Equipos Deportivos Profesionales,414
1001,Aguascalientes,7114,"Agentes y Representantes de Artistas, Deportistas y Similares",380
1001,Aguascalientes,7131,Parques con Instalaciones Recreativas y Casas de Juegos Electrónicos,1715
1001,Aguascalientes,7132,"Casinos, Loterías y otros Juegos de Azar",353
1001,Aguascalientes,7223,Servicios de Preparación de Alimentos por Encargo,226
1001,Aguascalientes,8111,Reparación y Mantenimiento de Automóviles y Camiones,7800
1001,Aguascalientes,8112,Reparación y Mantenimiento de Equipo Electrónico y de Equipo de Precisión,6961
1001,Aguascalientes,8121,"Salones y Clínicas de Belleza, Baños Públicos y Bolerías",4984
1001,Aguascalientes,8122,Lavanderías y Tintorerías,569
1001,Aguascalientes,9311,Órganos Legislativos,763
1001,Aguascalientes,9312,Administración Pública en General,8557
1001,Aguascalientes,9313,Regulación y Fomento del Desarrollo Económico,10407
1001,Aguascalientes,9314,Impartición de Justicia y Mantenimiento de la Seguridad y el Orden Público,6181
1002,Asientos,1121,Explotación de Bovinos,657
1002,Asientos,2122,Minería de Minerales Metálicos,1070
1002,Asientos,2361,Edificación Residencial,1804
1002,Asientos,2382,Instalaciones y Equipamiento en Construcciones,387
1002,Asientos,3110,Industria Alimentaria,829
1002,Asientos,3150,Fabricación de Prendas de Vestir,106
1002,Asientos,3220,Industria del Papel,168
1002,Asientos,3260,Industria del Plástico y del Hule,97
1002,Asientos,3270,Fabricación de Productos a Base de Minerales no Metálicos,97
1002,Asientos,3320,Fabricación de Productos Metálicos,84
1002,Asientos,3330,Fabricación de Maquinaria y Equipo,280
1002,Asientos,3340,"Fabricación de Equipo de Computación, Comunicación, Medición y de otros Equipos, Componentes y Accesorios Electrónicos",894
1002,Asientos,3360,Fabricación de Equipo de Transporte y Partes para Vehículos Automotores,1777
1002,Asientos,3370,"Fabricación de Muebles, Colchones y Persianas",425
1002,Asientos,4611,Comercio al por Menor de Abarrotes y Alimentos,1243
1002,Asientos,4612,"Comercio al por Menor de Bebidas, Hielo y Tabaco",187
1002,Asientos,4651,Comercio al por Menor de Artículos de Perfumería y Joyería,96
1002,Asientos,4681,Comercio al por Menor de Automóviles y Camionetas,284
1002,Asientos,5611,Servicios de Administración de Negocios,87
1002,Asientos,5614,"Servicios de Apoyo Secretarial, Fotocopiado, Cobranza, Investigación Crediticia y Similares",84
1002,Asientos,6112,Escuelas de Educación Técnica Superior,460
1002,Asientos,7111,Compañías y Grupos de Espectáculos Artísticos y Culturales,84
1002,Asientos,7131,Parques con Instalaciones Recreativas y Casas de Juegos Electrónicos,100
1002,Asientos,8111,Reparación y Mantenimiento de Automóviles y Camiones,87
1002,Asientos,8121,"Salones y Clínicas de Belleza, Baños Públicos y Bolerías",164
1002,Asientos,9312,Administración Pública en General,80
1002,Asientos,9314,Impartición de Justicia y Mantenimiento de la Seguridad y el Orden Público,100
1003,Calvillo,1121,Explotación de Bovinos,535
1003,Calvillo,2361,Edificación Residencial,1026
1003,Calvillo,2382,Instalaciones y Equipamiento en Construcciones,143
1003,Calvillo,3110,Industria Alimentaria,344
1003,Calvillo,3150,Fabricación de Prendas de Vestir,507
1003,Calvillo,3260,Industria del Plástico y del Hule,71
1003,Calvillo,3320,Fabricación de Productos Metálicos,286
1003,Calvillo,3360,Fabricación de Equipo de Transporte y Partes para Vehículos Automotores,705
1003,Calvillo,3370,"Fabricación de Muebles, Colchones y Persianas",218
1003,Calvillo,3380,3380,92
1003,Calvillo,4611,Comercio al por Menor de Abarrotes y Alimentos,600
1003,Calvillo,4631,"Comercio al por Menor de Productos Textiles, Excepto Ropa",478
1003,Calvillo,4641,Comercio al por Menor de Artículos para el Cuidado de la Salud,109
1003,Calvillo,4651,Comercio al por Menor de Artículos de Perfumería y Joyería,72
1003,Calvillo,4671,"Comercio al por Menor de Artículos de Ferretería, Tlapalería y Vidrios",260
1003,Calvillo,4681,Comercio al por Menor de Automóviles y Camionetas,71
1003,Calvillo,5411,Servicios Legales,181
1003,Calvillo,5413,"Servicios de Arquitectura, Ingeniería y Actividades Relacionadas",92
1003,Calvillo,5611,Servicios de Administración de Negocios,151
1003,Calvillo,5613,Servicios de Empleo,109
1003,Calvillo,5614,"Servicios de Apoyo Secretarial, Fotocopiado, Cobranza, Investigación Crediticia y Similares",72
1003,Calvillo,6112,Escuelas de Educación Técnica Superior,713
1003,Calvillo,6211,Consultorios Médicos,181
1003,Calvillo,6212,Consultorios Dentales,92
1003,Calvillo,7131,Parques con Instalaciones Recreativas y Casas de Juegos Electrónicos,79
1003,Calvillo,8111,Reparación y Mantenimiento de Automóviles y Camiones,109
1003,Calvillo,8112,Reparación y Mantenimiento de Equipo Electrónico y de Equipo de Precisión,102
1003,Calvillo,8121,"Salones y Clínicas de Belleza, Baños Públicos y Bolerías",72
1003,Calvillo,9313,Regulación y Fomento del Desarrollo Económico,71
1003,Calvillo,9314,Impartición de Justicia y Mantenimiento de la Seguridad y el Orden Público,283
1004,Cosío,2122,Minería de Minerales Metálicos,86
1004,Cosío,2361,Edificación Residencial,86
1004,Cosío,3150,Fabricación de Prendas de Vestir,86
1004,Cosío,3360,Fabricación de Equipo de Transporte y Partes para Vehículos Automotores,430
1004,Cosío,4651,Comercio al por Menor de Artículos de Perfumería y Joyería,172
1004,Cosío,6211,Consultorios Médicos,86
1004,Cosío,8111,Reparación y Mantenimiento de Automóviles y Camiones,86
1004,Cosío,9314,Impartición de Justicia y Mantenimiento de la Seguridad y el Orden Público,86
1005,Jesús María,1121,Explotación de Bovinos,2478
1005,Jesús María,2221,"Captación, Tratamiento y Suministro de Agua",104
1005,Jesús María,2361,Edificación Residencial,3012
1005,Jesús María,2381,"Cimentaciones, Montaje de Estructuras Prefabricadas y Trabajos en Exteriores",97
1005,Jesús María,2382,Instalaciones y Equipamiento en Construcciones,906
1005,Jesús María,3110,Industria Alimentaria,2850
1005,Jesús María,3120,Industria de las Bebidas y del Tabaco,420
1005,Jesús María,3130,Fabricación de Insumos Textiles y Acabado de Textiles,533
1005,Jesús María,3140,"Fabricación de Productos Textiles, Excepto Prendas de Vestir",75
1005,Jesús María,3150,Fabricación de Prendas de Vestir,201
1005,Jesús María,3220,Industria del Papel,520
1005,Jesús María,3230,Impresión e Industrias Conexas,97
1005,Jesús María,3250,Industria Química,280
1005,Jesús María,3260,Industria del Plástico y del Hule,457
1005,Jesús María,3270,Fabricación de Productos a Base de Minerales no Metálicos,1474
1005,Jesús María,3310,Industrias Metálicas Básicas,120
1005,Jesús María,3320,Fabricación de Productos Metálicos,708
1005,Jesús María,3330,Fabricación de Maquinaria y Equipo,295
1005,Jesús María,3340,"Fabricación de Equipo de Computación, Comunicación, Medición y de otros Equipos, Componentes y Accesorios Electrónicos",661
1005,Jesús María,3360,Fabricación de Equipo de Transporte y Partes para Vehículos Automotores,2099
1005,Jesús María,3370,"Fabricación de Muebles, Colchones y Persianas",1626
1005,Jesús María,4611,Comercio al por Menor de Abarrotes y Alimentos,2918
1005,Jesús María,4631,"Comercio al por Menor de Productos Textiles, Excepto Ropa",772
1005,Jesús María,4641,Comercio al por Menor de Artículos para el Cuidado de la Salud,210
1005,Jesús María,4651,Comercio al por Menor de Artículos de Perfumería y Joyería,742
1005,Jesús María,4661,Comercio al por Menor de Muebles para el Hogar y otros Enseres Domésticos,641
1005,Jesús María,4662,"Comercio al por Menor de Mobiliario, Equipo y Accesorios de Cómputo, Teléfonos y otros Aparatos de Comunicación",75
1005,Jesús María,4671,"Comercio al por Menor de Artículos de Ferretería, Tlapalería y Vidrios",687
1005,Jesús María,4681,Comercio al por Menor de Automóviles y Camionetas,1158
1005,Jesús María,5221,Banca Múltiple,183
1005,Jesús María,5222,Instituciones Financieras de Fomento Económico,268
1005,Jesús María,5322,Alquiler de Artículos para el Hogar y Personales,105
1005,Jesús María,5411,Servicios Legales,1337
1005,Jesús María,5413,"Servicios de Arquitectura, Ingeniería y Actividades Relacionadas",97
1005,Jesús María,5611,Servicios de Administración de Negocios,637
1005,Jesús María,5613,Servicios de Empleo,500
1005,Jesús María,5614,"Servicios de Apoyo Secretarial, Fotocopiado, Cobranza, Investigación Crediticia y Similares",164
1005,Jesús María,6111,"Escuelas de Educación Básica, Media y para Necesidades Especiales",249
1005,Jesús María,6112,Escuelas de Educación Técnica Superior,1273
1005,Jesús María,6211,Consultorios Médicos,211
1005,Jesús María,6212,Consultorios Dentales,173
1005,Jesús María,6221,Hospitales Generales,84
1005,Jesús María,6222,Hospitales Psiquiátricos y para el Tratamiento por Adicción,464
1005,Jesús María,7131,Parques con Instalaciones Recreativas y Casas de Juegos Electrónicos,223
1005,Jesús María,8111,Reparación y Mantenimiento de Automóviles y Camiones,1338
1005,Jesús María,8112,Reparación y Mantenimiento de Equipo Electrónico y de Equipo de Precisión,382
1005,Jesús María,8121,"Salones y Clínicas de Belleza, Baños Públicos y Bolerías",447
1005,Jesús María,9312,Administración Pública en General,662
1005,Jesús María,9313,Regulación y Fomento del Desarrollo Económico,629
1005,Jesús María,9314,Impartición de Justicia y Mantenimiento de la Seguridad y el Orden Público,1032
1006,Pabellón de Arteaga,1121,Explotación de Bovinos,1041
1006,Pabellón de Arteaga,2123,Minería de Minerales no Metálicos,354
1006,Pabellón de Arteaga,2221,"Captación, Tratamiento y Suministro de Agua",78
1006,Pabellón de Arteaga,2361,Edificación Residencial,462
1006,Pabellón de Arteaga,2382,Instalaciones y Equipamiento en Construcciones,460
1006,Pabellón de Arteaga,3110,Industria Alimentaria,1381
1006,Pabellón de Arteaga,3120,Industria de las Bebidas y del Tabaco,85
1006,Pabellón de Arteaga,3150,Fabricación de Prendas de Vestir,542
1006,Pabellón de Arteaga,3220,Industria del Papel,87
1006,Pabellón de Arteaga,3230,Impresión e Industrias Conexas,96
1006,Pabellón de Arteaga,3270,Fabricación de Productos a Base de Minerales no Metálicos,1345
1006,Pabellón de Arteaga,3320,Fabricación de Productos Metálicos,374
1006,Pabellón de Arteaga,3330,Fabricación de Maquinaria y Equipo,89
1006,Pabellón de Arteaga,3340,"Fabricación de Equipo de Computación, Comunicación, Medición y de otros Equipos, Componentes y Accesorios Electrónicos",78
1006,Pabellón de Arteaga,3360,Fabricación de Equipo de Transporte y Partes para Vehículos Automotores,4498
1006,Pabellón de Arteaga,3370,"Fabricación de Muebles, Colchones y Persianas",222
1006,Pabellón de Arteaga,4611,Comercio al por Menor de Abarrotes y Alimentos,1333
1006,Pabellón de Arteaga,4612,"Comercio al por Menor de Bebidas, Hielo y Tabaco",89
1006,Pabellón de Arteaga,4631,"Comercio al por Menor de Productos Textiles, Excepto Ropa",397
1006,Pabellón de Arteaga,4641,Comercio al por Menor de Artículos para el Cuidado de la Salud,174
1006,Pabellón de Arteaga,4651,Comercio al por Menor de Artículos de Perfumería y Joyería,89
1006,Pabellón de Arteaga,4661,Comercio al por Menor de Muebles para el Hogar y otros Enseres Domésticos,87
1006,Pabellón de Arteaga,4671,"Comercio al por Menor de Artículos de Ferretería, Tlapalería y Vidrios",106
1006,Pabellón de Arteaga,4681,Comercio al por Menor de Automóviles y Camionetas,358
1006,Pabellón de Arteaga,5322,Alquiler de Artículos para el Hogar y Personales,388
1006,Pabellón de Arteaga,5611,Servicios de Administración de Negocios,281
1006,Pabellón de Arteaga,5614,"Servicios de Apoyo Secretarial, Fotocopiado, Cobranza, Investigación Crediticia y Similares",389
1006,Pabellón de Arteaga,6111,"Escuelas de Educación Básica, Media y para Necesidades Especiales",87
1006,Pabellón de Arteaga,6112,Escuelas de Educación Técnica Superior,662
1006,Pabellón de Arteaga,6212,Consultorios Dentales,185
1006,Pabellón de Arteaga,6222,Hospitales Psiquiátricos y para el Tratamiento por Adicción,378
1006,Pabellón de Arteaga,7131,Parques con Instalaciones Recreativas y Casas de Juegos Electrónicos,183
1006,Pabellón de Arteaga,8111,Reparación y Mantenimiento de Automóviles y Camiones,619
1006,Pabellón de Arteaga,8112,Reparación y Mantenimiento de Equipo Electrónico y de Equipo de Precisión,193
1006,Pabellón de Arteaga,8121,"Salones y Clínicas de Belleza, Baños Públicos y Bolerías",97
1006,Pabellón de Arteaga,9312,Administración Pública en General,281
1006,Pabellón de Arteaga,9313,Regulación y Fomento del Desarrollo Económico,376
1006,Pabellón de Arteaga,9314,Impartición de Justicia y Mantenimiento de la Seguridad y el Orden Público,636
1007,Rincón de Romos,1121,Explotación de Bovinos,282
1007,Rincón de Romos,2122,Minería de Minerales Metálicos,86
1007,Rincón de Romos,2361,Edificación Residencial,1286
1007,Rincón de Romos,2381,"Cimentaciones, Montaje de Estructuras Prefabricadas y Trabajos en Exteriores",98
1007,Rincón de Romos,2382,Instalaciones y Equipamiento en Construcciones,359
1007,Rincón de Romos,3110,Industria Alimentaria,535
1007,Rincón de Romos,3140,"Fabricación de Productos Textiles, Excepto Prendas de Vestir",86
1007,Rincón de Romos,3150,Fabricación de Prendas de Vestir,1001
1007,Rincón de Romos,3220,Industria del Papel,98
1007,Rincón de Romos,3250,Industria Química,88
1007,Rincón de Romos,3270,Fabricación de Productos a Base de Minerales no Metálicos,364
1007,Rincón de Romos,3320,Fabricación de Productos Metálicos,564
1007,Rincón de Romos,3330,Fabricación de Maquinaria y Equipo,86
1007,Rincón de Romos,3340,"Fabricación de Equipo de Computación, Comunicación, Medición y de otros Equipos, Componentes y Accesorios Electrónicos",255
1007,Rincón de Romos,3360,Fabricación de Equipo de Transporte y Partes para Vehículos Automotores,1994
1007,Rincón de Romos,3370,"Fabricación de Muebles, Colchones y Persianas",174
1007,Rincón de Romos,3380,3380,86
1007,Rincón de Romos,4611,Comercio al por Menor de Abarrotes y Alimentos,1726
1007,Rincón de Romos,4631,"Comercio al por Menor de Productos Textiles, Excepto Ropa",257
1007,Rincón de Romos,4651,Comercio al por Menor de Artículos de Perfumería y Joyería,507
1007,Rincón de Romos,4652,Comercio al por Menor de Artículos para el Esparcimiento,98
1007,Rincón de Romos,4661,Comercio al por Menor de Muebles para el Hogar y otros Enseres Domésticos,86
1007,Rincón de Romos,4671,"Comercio al por Menor de Artículos de Ferretería, Tlapalería y Vidrios",200
1007,Rincón de Romos,4681,Comercio al por Menor de Automóviles y Camionetas,191
1007,Rincón de Romos,5221,Banca Múltiple,86
1007,Rincón de Romos,5611,Servicios de Administración de Negocios,86
1007,Rincón de Romos,6112,Escuelas de Educación Técnica Superior,1286
1007,Rincón de Romos,6211,Consultorios Médicos,258
1007,Rincón de Romos,6212,Consultorios Dentales,86
1007,Rincón de Romos,6221,Hospitales Generales,86
1007,Rincón de Romos,6222,Hospitales Psiquiátricos y para el Tratamiento por Adicción,257
1007,Rincón de Romos,8111,Reparación y Mantenimiento de Automóviles y Camiones,88
1007,Rincón de Romos,8112,Reparación y Mantenimiento de Equipo Electrónico y de Equipo de Precisión,100
1007,Rincón de Romos,8121,"Salones y Clínicas de Belleza, Baños Públicos y Bolerías",172
1007,Rincón de Romos,9313,Regulación y Fomento del Desarrollo Económico,258
1007,Rincón de Romos,9314,Impartición de Justicia y Mantenimiento de la Seguridad y el Orden Público,341
1008,San José de Gracia,2361,Edificación Residencial,595
1008,San José de Gracia,2382,Instalaciones y Equipamiento en Construcciones,85
1008,San José de Gracia,3320,Fabricación de Productos Metálicos,170
1008,San José de Gracia,3360,Fabricación de Equipo de Transporte y Partes para Vehículos Automotores,170
1008,San José de Gracia,4611,Comercio al por Menor de Abarrotes y Alimentos,85
1008,San José de Gracia,5611,Servicios de Administración de Negocios,85
1008,San José de Gracia,6112,Escuelas de Educación Técnica Superior,255
1008,San José de Gracia,6222,Hospitales Psiquiátricos y para el Tratamiento por Adicción,85
1008,San José de Gracia,7111,Compañías y Grupos de Espectáculos Artísticos y Culturales,85
1008,San José de Gracia,9313,Regulación y Fomento del Desarrollo Económico,170
1008,San José de Gracia,9314,Impartición de Justicia y Mantenimiento de la Seguridad y el Orden Público,255
1009,Tepezalá,1121,Explotación de Bovinos,197
1009,Tepezalá,2361,Edificación Residencial,661
1009,Tepezalá,2381,"Cimentaciones, Montaje de Estructuras Prefabricadas y Trabajos en Exteriores",80
1009,Tepezalá,2382,Instalaciones y Equipamiento en Construcciones,277
1009,Tepezalá,3110,Industria Alimentaria,260
1009,Tepezalá,3120,Industria de las Bebidas y del Tabaco,214
1009,Tepezalá,3140,"Fabricación de Productos Textiles, Excepto Prendas de Vestir",80
1009,Tepezalá,3150,Fabricación de Prendas de Vestir,180
1009,Tepezalá,3260,Industria del Plástico y del Hule,170
1009,Tepezalá,3270,Fabricación de Productos a Base de Minerales no Metálicos,1240
1009,Tepezalá,3320,Fabricación de Productos Metálicos,214
1009,Tepezalá,3340,"Fabricación de Equipo de Computación, Comunicación, Medición y de otros Equipos, Componentes y Accesorios Electrónicos",197
1009,Tepezalá,3360,Fabricación de Equipo de Transporte y Partes para Vehículos Automotores,260
1009,Tepezalá,4611,Comercio al por Menor de Abarrotes y Alimentos,992
1009,Tepezalá,4681,Comercio al por Menor de Automóviles y Camionetas,160
1009,Tepezalá,5614,"Servicios de Apoyo Secretarial, Fotocopiado, Cobranza, Investigación Crediticia y Similares",80
1009,Tepezalá,6112,Escuelas de Educación Técnica Superior,277
1009,Tepezalá,6211,Consultorios Médicos,170
1009,Tepezalá,8111,Reparación y Mantenimiento de Automóviles y Camiones,80
1009,Tepezalá,9313,Regulación y Fomento del Desarrollo Económico,180
1009,Tepezalá,9314,Impartición de Justicia y Mantenimiento de la Seguridad y el Orden Público,250
1010,El Llano,2221,"Captación, Tratamiento y Suministro de Agua",268
1010,El Llano,2361,Edificación Residencial,482
1010,El Llano,2381,"Cimentaciones, Montaje de Estructuras Prefabricadas y Trabajos en Exteriores",86
1010,El Llano,2382,Instalaciones y Equipamiento en Construcciones,100
1010,El Llano,3110,Industria Alimentaria,258
1010,El Llano,3140,"Fabricación de Productos Textiles, Excepto Prendas de Vestir",186
1010,El Llano,3360,Fabricación de Equipo de Transporte y Partes para Vehículos Automotores,1007
1010,El Llano,4611,Comercio al por Menor de Abarrotes y Alimentos,555
1010,El Llano,4612,"Comercio al por Menor de Bebidas, Hielo y Tabaco",191
1010,El Llano,4631,"Comercio al por Menor de Productos Textiles, Excepto Ropa",100
1010,El Llano,4651,Comercio al por Menor de Artículos de Perfumería y Joyería,86
1010,El Llano,4661,Comercio al por Menor de Muebles para el Hogar y otros Enseres Domésticos,86
1010,El Llano,4671,"Comercio al por Menor de Artículos de Ferretería, Tlapalería y Vidrios",86
1010,El Llano,5411,Servicios Legales,91
1010,El Llano,5611,Servicios de Administración de Negocios,359
1010,El Llano,6112,Escuelas de Educación Técnica Superior,191
1010,El Llano,8111,Reparación y Mantenimiento de Automóviles y Camiones,191
1010,El Llano,8112,Reparación y Mantenimiento de Equipo Electrónico y de Equipo de Precisión,91
1010,El Llano,9314,Impartición de Justicia y Mantenimiento de la Seguridad y el Orden Público,364
1011,San Francisco de los Romo,1121,Explotación de Bovinos,333
1011,San Francisco de los Romo,2123,Minería de Minerales no Metálicos,87
1011,San Francisco de los Romo,2361,Edificación Residencial,629
1011,San Francisco de los Romo,2382,Instalaciones y Equipamiento en Construcciones,168
1011,San Francisco de los Romo,3110,Industria Alimentaria,936
1011,San Francisco de los Romo,3130,Fabricación de Insumos Textiles y Acabado de Textiles,87
1011,San Francisco de los Romo,3140,"Fabricación de Productos Textiles, Excepto Prendas de Vestir",161
1011,San Francisco de los Romo,3150,Fabricación de Prendas de Vestir,516
1011,San Francisco de los Romo,3220,Industria del Papel,177
1011,San Francisco de los Romo,3230,Impresión e Industrias Conexas,72
1011,San Francisco de los Romo,3250,Industria Química,178
1011,San Francisco de los Romo,3260,Industria del Plástico y del Hule,244
1011,San Francisco de los Romo,3270,Fabricación de Productos a Base de Minerales no Metálicos,416
1011,San Francisco de los Romo,3320,Fabricación de Productos Metálicos,229
1011,San Francisco de los Romo,3340,"Fabricación de Equipo de Computación, Comunicación, Medición y de otros Equipos, Componentes y Accesorios Electrónicos",488
1011,San Francisco de los Romo,3360,Fabricación de Equipo de Transporte y Partes para Vehículos Automotores,3382
1011,San Francisco de los Romo,3370,"Fabricación de Muebles, Colchones y Persianas",163
1011,San Francisco de los Romo,3380,3380,76
1011,San Francisco de los Romo,4611,Comercio al por Menor de Abarrotes y Alimentos,1230
1011,San Francisco de los Romo,4631,"Comercio al por Menor de Productos Textiles, Excepto Ropa",85
1011,San Francisco de los Romo,4641,Comercio al por Menor de Artículos para el Cuidado de la Salud,85
1011,San Francisco de los Romo,4651,Comercio al por Menor de Artículos de Perfumería y Joyería,405
1011,San Francisco de los Romo,4661,Comercio al por Menor de Muebles para el Hogar y otros Enseres Domésticos,163
1011,San Francisco de los Romo,4681,Comercio al por Menor de Automóviles y Camionetas,460
1011,San Francisco de los Romo,4881,Servicios Relacionados con el Transporte Aéreo,72
1011,San Francisco de los Romo,5222,Instituciones Financieras de Fomento Económico,85
1011,San Francisco de los Romo,5411,Servicios Legales,232
1011,San Francisco de los Romo,5611,Servicios de Administración de Negocios,153
1011,San Francisco de los Romo,5613,Servicios de Empleo,96
1011,San Francisco de los Romo,5614,"Servicios de Apoyo Secretarial, Fotocopiado, Cobranza, Investigación Crediticia y Similares",309
1011,San Francisco de los Romo,6112,Escuelas de Educación Técnica Superior,581
1011,San Francisco de los Romo,6221,Hospitales Generales,81
1011,San Francisco de los Romo,6222,Hospitales Psiquiátricos y para el Tratamiento por Adicción,155
1011,San Francisco de los Romo,8111,Reparación y Mantenimiento de Automóviles y Camiones,414
1011,San Francisco de los Romo,8112,Reparación y Mantenimiento de Equipo Electrónico y de Equipo de Precisión,246
1011,San Francisco de los Romo,8121,"Salones y Clínicas de Belleza, Baños Públicos y Bolerías",358
1011,San Francisco de los Romo,9313,Regulación y Fomento del Desarrollo Económico,85
1011,San Francisco de los Romo,9314,Impartición de Justicia y Mantenimiento de la Seguridad y el Orden Público,426
2001,Ensenada,1141,Pesca,2114
2001,Ensenada,2221,"Captación, Tratamiento y Suministro de Agua",561
2001,Ensenada,2361,Edificación Residencial,14772
2001,Ensenada,2381,"Cimentaciones, Montaje de Estructuras Prefabricadas y Trabajos en Exteriores",677
2001,Ensenada,2382,Instalaciones y Equipamiento en Construcciones,3195
2001,Ensenada,3110,Industria Alimentaria,5438
2001,Ensenada,3120,Industria de las Bebidas y del Tabaco,1374
2001,Ensenada,3130,Fabricación de Insumos Textiles y Acabado de Textiles,731
2001,Ensenada,3140,"Fabricación de Productos Textiles, Excepto Prendas de Vestir",368
2001,Ensenada,3150,Fabricación de Prendas de Vestir,11181
2001,Ensenada,3210,Industria de la Madera,340
2001,Ensenada,3230,Impresión e Industrias Conexas,755
2001,Ensenada,3240,Fabricación de Productos Derivados del Petróleo y del Carbón,294
2001,Ensenada,3250,Industria Química,608
