cve_ent,cve_mun,nom_ent,nom_mun,conteo_aeropuertos
21,197,Puebla,Xicotepec,4
21,198,Puebla,Xicotlán,4
21,199,Puebla,Xiutetelco,4
21,200,Puebla,Xochiapulco,4
21,201,Puebla,Xochiltepec,4
21,202,Puebla,Xochitlán de Vicente Suárez,4
21,203,Puebla,Xochitlán Todos Santos,4
21,204,Puebla,Yaonáhuac,4
21,205,Puebla,Yehualtepec,4
21,206,Puebla,Zacapala,4
21,207,Puebla,Zacapoaxtla,4
21,208,Puebla,Zacatlán,4
21,209,Puebla,Zapotitlán,4
21,210,Puebla,Zapotitlán de Méndez,4
21,211,Puebla,Zaragoza,4
21,212,Puebla,Zautla,4
21,213,Puebla,Zihuateutla,4
21,214,Puebla,Zinacatepec,4
21,215,Puebla,Zongozotla,4
21,216,Puebla,Zoquiapan,4
21,217,Puebla,Zoquitlán,4
22,1,Querétaro,Amealco de Bonfil,3
22,2,Querétaro,Pinal de Amoles,3
22,3,Querétaro,Arroyo Seco,3
22,4,Querétaro,Cadereyta de Montes,3
22,5,Querétaro,Colón,3
22,6,Querétaro,Corregidora,3
22,7,Querétaro,Ezequiel Montes,3
22,8,Querétaro,Huimilpan,3
22,9,Querétaro,Jalpan de Serra,3
22,10,Querétaro,Landa de Matamoros,3
22,11,Querétaro,El Marqués,3
22,12,Querétaro,Pedro Escobedo,3
22,13,Querétaro,Peñamiller,3
22,14,Querétaro,Querétaro,3
22,15,Querétaro,San Joaquín,3
22,16,Querétaro,San Juan del Río,3
22,17,Querétaro,Tequisquiapan,3
22,18,Querétaro,Tolimán,3
23,1,Quintana Roo,Cozumel,18
23,2,Quintana Roo,Felipe Carrillo Puerto,18
23,3,Quintana Roo,Isla Mujeres,18
23,4,Quintana Roo,Othón P. Blanco,18
23,5,Quintana Roo,Benito Juárez,18
23,6,Quintana Roo,José María Morelos,18
23,7,Quintana Roo,Lázaro Cárdenas,18
23,8,Quintana Roo,Solidaridad,18
23,9,Quintana Roo,Tulum,18
23,10,Quintana Roo,Bacalar,18
23,11,Quintana Roo,Puerto Morelos,18
24,1,San Luis Potosí,Ahualulco,19
24,2,San Luis Potosí,Alaquines,19
24,3,San Luis Potosí,Aquismón,19
24,4,San Luis Potosí,Armadillo de los Infante,19
24,5,San Luis Potosí,Cárdenas,19
24,6,San Luis Potosí,Catorce,19
24,7,San Luis Potosí,Cedral,19
24,8,San Luis Potosí,Cerritos,19
24,9,San Luis Potosí,Cerro de San Pedro,19
24,10,San Luis Potosí,Ciudad del Maíz,19
24,11,San Luis Potosí,Ciudad Fernández,19
24,12,San Luis Potosí,Tancanhuitz,19
24,13,San Luis Potosí,Ciudad Valles,19
24,14,San Luis Potosí,Coxcatlán,19
24,15,San Luis Potosí,Charcas,19
24,16,San Luis Potosí,Ebano,19
24,17,San Luis Potosí,Guadalcázar,19
24,18,San Luis Potosí,Huehuetlán,19
24,19,San Luis Potosí,Lagunillas,19
24,20,San Luis Potosí,Matehuala,19
24,21,San Luis Potosí,Mexquitic de Carmona,19
24,22,San Luis Potosí,Moctezuma,19
24,23,San Luis Potosí,Rayón,19
24,24,San Luis Potosí,Rioverde,19
24,25,San Luis Potosí,Salinas,19
24,26,San Luis Potosí,San Antonio,19
24,27,San Luis Potosí,San Ciro de Acosta,19
24,28,San Luis Potosí,San Luis Potosí,19
24,29,San Luis Potosí,San Martín Chalchicuautla,19
24,30,San Luis Potosí,San Nicolás Tolentino,19
24,31,San Luis Potosí,Santa Catarina,19
24,32,San Luis Potosí,Santa María del Río,19
24,33,San Luis Potosí,Santo Domingo,19
24,34,San Luis Potosí,San Vicente Tancuayalab,19
24,35,San Luis Potosí,Soledad de Graciano Sánchez,19
24,36,San Luis Potosí,Tamasopo,19
24,37,San Luis Potosí,Tamazunchale,19
24,38,San Luis Potosí,Tampacán,19
24,39,San Luis Potosí,Tampamolón Corona,19
24,40,San Luis Potosí,Tamuín,19
24,41,San Luis Potosí,Tanlajás,19
24,42,San Luis Potosí,Tanquián de Escobedo,19
24,43,San Luis Potosí,Tierra Nueva,19
24,44,San Luis Potosí,Vanegas,19
24,45,San Luis Potosí,Venado,19
24,46,San Luis Potosí,Villa de Arriaga,19
24,47,San Luis Potosí,Villa de Guadalupe,19
24,48,San Luis Potosí,Villa de la Paz,19
24,49,San Luis Potosí,Villa de Ramos,19
24,50,San Luis Potosí,Villa de Reyes,19
24,51,San Luis Potosí,Villa Hidalgo,19
24,52,San Luis Potosí,Villa Juárez,19
24,53,San Luis Potosí,Axtla de Terrazas,19
24,54,San Luis Potosí,Xilitla,19
24,55,San Luis Potosí,Zaragoza,19
24,56,San Luis Potosí,Villa de Arista,19
24,57,San Luis Potosí,Matlapa,19
24,58,San Luis Potosí,El Naranjo,19
25,1,Sinaloa,Ahome,136
25,2,Sinaloa,Angostura,136
25,3,Sinaloa,Badiraguato,136
25,4,Sinaloa,Concordia,136
25,5,Sinaloa,Cosalá,136
25,6,Sinaloa,Culiacán,136
25,7,Sinaloa,Choix,136
25,8,Sinaloa,Elota,136
25,9,Sinaloa,Escuinapa,136
25,10,Sinaloa,El Fuerte,136
25,11,Sinaloa,Guasave,136
25,12,Sinaloa,Mazatlán,136
25,13,Sinaloa,Mocorito,136
25,14,Sinaloa,Rosario,136
25,15,Sinaloa,Salvador Alvarado,136
25,16,Sinaloa,San Ignacio,136
25,17,Sinaloa,Sinaloa,136
25,18,Sinaloa,Navolato,136
26,1,Sonora,Aconchi,122
26,2,Sonora,Agua Prieta,122
26,3,Sonora,Álamos,122
26,4,Sonora,Altar,122
26,5,Sonora,Arivechi,122
26,6,Sonora,Arizpe,122
26,7,Sonora,Atil,122
26,8,Sonora,Bacadéhuachi,122
26,9,Sonora,Bacanora,122
26,10,Sonora,Bacerac,122
26,11,Sonora,Bacoachi,122
26,12,Sonora,Bácum,122
26,13,Sonora,Banámichi,122
26,14,Sonora,Baviácora,122
26,15,Sonora,Bavispe,122
26,16,Sonora,Benjamín Hill,122
26,17,Sonora,Caborca,122
26,18,Sonora,Cajeme,122
26,19,Sonora,Cananea,122
26,20,Sonora,Carbó,122
26,21,Sonora,La Colorada,122
26,22,Sonora,Cucurpe,122
26,23,Sonora,Cumpas,122
26,24,Sonora,Divisaderos,122
26,25,Sonora,Empalme,122
26,26,Sonora,Etchojoa,122
26,27,Sonora,Fronteras,122
26,28,Sonora,Granados,122
26,29,Sonora,Guaymas,122
26,30,Sonora,Hermosillo,122
26,31,Sonora,Huachinera,122
26,32,Sonora,Huásabas,122
26,33,Sonora,Huatabampo,122
26,34,Sonora,Huépac,122
26,35,Sonora,Imuris,122
26,36,Sonora,Magdalena,122
26,37,Sonora,Mazatán,122
26,38,Sonora,Moctezuma,122
26,39,Sonora,Naco,122
26,40,Sonora,Nácori Chico,122
26,41,Sonora,Nacozari de García,122
26,42,Sonora,Navojoa,122
26,43,Sonora,Nogales,122
26,44,Sonora,Ónavas,122
26,45,Sonora,Opodepe,122
26,46,Sonora,Oquitoa,122
26,47,Sonora,Pitiquito,122
26,48,Sonora,Puerto Peñasco,122
26,49,Sonora,Quiriego,122
26,50,Sonora,Rayón,122
26,51,Sonora,Rosario,122
26,52,Sonora,Sahuaripa,122
26,53,Sonora,San Felipe de Jesús,122
26,54,Sonora,San Javier,122
26,55,Sonora,San Luis Río Colorado,122
26,56,Sonora,San Miguel de Horcasitas,122
26,57,Sonora,San Pedro de la Cueva,122
26,58,Sonora,Santa Ana,122
26,59,Sonora,Santa Cruz,122
26,60,Sonora,Sáric,122
26,61,Sonora,Soyopa,122
26,62,Sonora,Suaqui Grande,122
26,63,Sonora,Tepache,122
26,64,Sonora,Trincheras,122
26,65,Sonora,Tubutama,122
26,66,Sonora,Ures,122
26,67,Sonora,Villa Hidalgo,122
26,68,Sonora,Villa Pesqueira,122
26,69,Sonora,Yécora,122
26,70,Sonora,General Plutarco Elías Calles,122
26,71,Sonora,Benito Juárez,122
26,72,Sonora,San Ignacio Río Muerto,122
27,1,Tabasco,Balancán,24
27,2,Tabasco,Cárdenas,24
27,3,Tabasco,Centla,24
27,4,Tabasco,Centro,24
27,5,Tabasco,Comalcalco,24
27,6,Tabasco,Cunduacán,24
27,7,Tabasco,Emiliano Zapata,24
27,8,Tabasco,Huimanguillo,24
27,9,Tabasco,Jalapa,24
27,10,Tabasco,Jalpa de Méndez,24
27,11,Tabasco,Jonuta,24
27,12,Tabasco,Macuspana,24
27,13,Tabasco,Nacajuca,24
27,14,Tabasco,Paraíso,24
27,15,Tabasco,Tacotalpa,24
27,16,Tabasco,Teapa,24
27,17,Tabasco,Tenosique,24
28,1,Tamaulipas,Abasolo,99
28,2,Tamaulipas,Aldama,99
28,3,Tamaulipas,Altamira,99
28,4,Tamaulipas,Antiguo Morelos,99
28,5,Tamaulipas,Burgos,99
28,6,Tamaulipas,Bustamante,99
28,7,Tamaulipas,Camargo,99
28,8,Tamaulipas,Casas,99
28,9,Tamaulipas,Ciudad Madero,99
28,10,Tamaulipas,Cruillas,99
28,11,Tamaulipas,Gómez Farías,99
28,12,Tamaulipas,González,99
28,13,Tamaulipas,Güémez,99
28,14,Tamaulipas,Guerrero,99
28,15,Tamaulipas,Gustavo Díaz Ordaz,99
28,16,Tamaulipas,Hidalgo,99
28,17,Tamaulipas,Jaumave,99
28,18,Tamaulipas,Jiménez,99
28,19,Tamaulipas,Llera,99
28,20,Tamaulipas,Mainero,99
28,21,Tamaulipas,El Mante,99
28,22,Tamaulipas,Matamoros,99
28,23,Tamaulipas,Méndez,99
28,24,Tamaulipas,Mier,99
28,25,Tamaulipas,Miguel Alemán,99
28,26,Tamaulipas,Miquihuana,99
28,27,Tamaulipas,Nuevo Laredo,99
28,28,Tamaulipas,Nuevo Morelos,99
28,29,Tamaulipas,Ocampo,99
28,30,Tamaulipas,Padilla,99
28,31,Tamaulipas,Palmillas,99
28,32,Tamaulipas,Reynosa,99
28,33,Tamaulipas,Río Bravo,99
28,34,Tamaulipas,San Carlos,99
28,35,Tamaulipas,San Fernando,99
28,36,Tamaulipas,San Nicolás,99
28,37,Tamaulipas,Soto la Marina,99
28,38,Tamaulipas,Tampico,99
28,39,Tamaulipas,Tula,99
28,40,Tamaulipas,Valle Hermoso,99
28,41,Tamaulipas,Victoria,99
28,42,Tamaulipas,Villagrán,99
28,43,Tamaulipas,Xicoténcatl,99
29,1,Tlaxcala,Amaxac de Guerrero,2
29,2,Tlaxcala,Apetatitlán de Antonio Carvajal,2
29,3,Tlaxcala,Atlangatepec,2
29,4,Tlaxcala,Atltzayanca,2
29,5,Tlaxcala,Apizaco,2
29,6,Tlaxcala,Calpulalpan,2
29,7,Tlaxcala,El Carmen Tequexquitla,2
29,8,Tlaxcala,Cuapiaxtla,2
29,9,Tlaxcala,Cuaxomulco,2
29,10,Tlaxcala,Chiautempan,2
29,11,Tlaxcala,Muñoz de Domingo Arenas,2
29,12,Tlaxcala,Españita,2
29,13,Tlaxcala,Huamantla,2
29,14,Tlaxcala,Hueyotlipan,2
29,15,Tlaxcala,Ixtacuixtla de Mariano Matamoros,2
29,16,Tlaxcala,Ixtenco,2
29,17,Tlaxcala,Mazatecochco de José María Morelos,2
29,18,Tlaxcala,Contla de Juan Cuamatzi,2
29,19,Tlaxcala,Tepetitla de Lardizábal,2
29,20,Tlaxcala,Sanctórum de Lázaro Cárdenas,2
29,21,Tlaxcala,Nanacamilpa de Mariano Arista,2
29,22,Tlaxcala,Acuamanala de Miguel Hidalgo,2
29,23,Tlaxcala,Natívitas,2
29,24,Tlaxcala,Panotla,2
29,25,Tlaxcala,San Pablo del Monte,2
29,26,Tlaxcala,Santa Cruz Tlaxcala,2
29,27,Tlaxcala,Tenancingo,2
29,28,Tlaxcala,Teolocholco,2
29,29,Tlaxcala,Tepeyanco,2
29,30,Tlaxcala,Terrenate,2
29,31,Tlaxcala,Tetla de la Solidaridad,2
29,32,Tlaxcala,Tetlatlahuca,2
29,33,Tlaxcala,Tlaxcala,2
29,34,Tlaxcala,Tlaxco,2
29,35,Tlaxcala,Tocatlán,2
29,36,Tlaxcala,Totolac,2
29,37,Tlaxcala,Ziltlaltépec de Trinidad Sánchez Santos,2
29,38,Tlaxcala,Tzompantepec,2
29,39,Tlaxcala,Xaloztoc,2
29,40,Tlaxcala,Xaltocan,2
29,41,Tlaxcala,Papalotla de Xicohténcatl,2
29,42,Tlaxcala,Xicohtzinco,2
29,43,Tlaxcala,Yauhquemehcan,2
29,44,Tlaxcala,Zacatelco,2
29,45,Tlaxcala,Benito Juárez,2
29,46,Tlaxcala,Emiliano Zapata,2
29,47,Tlaxcala,Lázaro Cárdenas,2
29,48,Tlaxcala,La Magdalena Tlaltelulco,2
29,49,Tlaxcala,San Damián Texóloc,2
29,50,Tlaxcala,San Francisco Tetlanohcan,2
29,51,Tlaxcala,San Jerónimo Zacualpan,2
29,52,Tlaxcala,San José Teacalco,2
29,53,Tlaxcala,San Juan Huactzinco,2
29,54,Tlaxcala,San Lorenzo Axocomanitla,2
29,55,Tlaxcala,San Lucas Tecopilco,2
29,56,Tlaxcala,Santa Ana Nopalucan,2
29,57,Tlaxcala,Santa Apolonia Teacalco,2
29,58,Tlaxcala,Santa Catarina Ayometla,2
29,59,Tlaxcala,Santa Cruz Quilehtla,2
29,60,Tlaxcala,Santa Isabel Xiloxoxtla,2
30,1,Veracruz de Ignacio de la Llave,Acajete,34
30,2,Veracruz de Ignacio de la Llave,Acatlán,34
30,3,Veracruz de Ignacio de la Llave,Acayucan,34
30,4,Veracruz de Ignacio de la Llave,Actopan,34
30,5,Veracruz de Ignacio de la Llave,Acula,34
30,6,Veracruz de Ignacio de la Llave,Acultzingo,34
30,7,Veracruz de Ignacio de la Llave,Camarón de Tejeda,34
30,8,Veracruz de Ignacio de la Llave,Alpatláhuac,34
30,9,Veracruz de Ignacio de la Llave,Alto Lucero de Gutiérrez Barrios,34
30,10,Veracruz de Ignacio de la Llave,Altotonga,34
30,11,Veracruz de Ignacio de la Llave,Alvarado,34
30,12,Veracruz de Ignacio de la Llave,Amatitlán,34
30,13,Veracruz de Ignacio de la Llave,Naranjos Amatlán,34
30,14,Veracruz de Ignacio de la Llave,Amatlán de los Reyes,34
30,15,Veracruz de Ignacio de la Llave,Angel R. Cabada,34
30,16,Veracruz de Ignacio de la Llave,La Antigua,34
30,17,Veracruz de Ignacio de la Llave,Apazapan,34
30,18,Veracruz de Ignacio de la Llave,Aquila,34
30,19,Veracruz de Ignacio de la Llave,Astacinga,34
30,20,Veracruz de Ignacio de la Llave,Atlahuilco,34
30,21,Veracruz de Ignacio de la Llave,Atoyac,34
30,22,Veracruz de Ignacio de la Llave,Atzacan,34
30,23,Veracruz de Ignacio de la Llave,Atzalan,34
30,24,Veracruz de Ignacio de la Llave,Tlaltetela,34
30,25,Veracruz de Ignacio de la Llave,Ayahualulco,34
30,26,Veracruz de Ignacio de la Llave,Banderilla,34
30,27,Veracruz de Ignacio de la Llave,Benito Juárez,34
30,28,Veracruz de Ignacio de la Llave,Boca del Río,34
30,29,Veracruz de Ignacio de la Llave,Calcahualco,34
30,30,Veracruz de Ignacio de la Llave,Camerino Z. Mendoza,34
30,31,Veracruz de Ignacio de la Llave,Carrillo Puerto,34
30,32,Veracruz de Ignacio de la Llave,Catemaco,34
30,33,Veracruz de Ignacio de la Llave,Cazones de Herrera,34
30,34,Veracruz de Ignacio de la Llave,Cerro Azul,34
30,35,Veracruz de Ignacio de la Llave,Citlaltépetl,34
30,36,Veracruz de Ignacio de la Llave,Coacoatzintla,34
30,37,Veracruz de Ignacio de la Llave,Coahuitlán,34
30,38,Veracruz de Ignacio de la Llave,Coatepec,34
30,39,Veracruz de Ignacio de la Llave,Coatzacoalcos,34
30,40,Veracruz de Ignacio de la Llave,Coatzintla,34
30,41,Veracruz de Ignacio de la Llave,Coetzala,34
30,42,Veracruz de Ignacio de la Llave,Colipa,34
30,43,Veracruz de Ignacio de la Llave,Comapa,34
30,44,Veracruz de Ignacio de la Llave,Córdoba,34
30,45,Veracruz de Ignacio de la Llave,Cosamaloapan de Carpio,34
30,46,Veracruz de Ignacio de la Llave,Cosautlán de Carvajal,34
30,47,Veracruz de Ignacio de la Llave,Coscomatepec,34
30,48,Veracruz de Ignacio de la Llave,Cosoleacaque,34
30,49,Veracruz de Ignacio de la Llave,Cotaxtla,34
30,50,Veracruz de Ignacio de la Llave,Coxquihui,34
30,51,Veracruz de Ignacio de la Llave,Coyutla,34
30,52,Veracruz de Ignacio de la Llave,Cuichapa,34
30,53,Veracruz de Ignacio de la Llave,Cuitláhuac,34
30,54,Veracruz de Ignacio de la Llave,Chacaltianguis,34
30,55,Veracruz de Ignacio de la Llave,Chalma,34
30,56,Veracruz de Ignacio de la Llave,Chiconamel,34
30,57,Veracruz de Ignacio de la Llave,Chiconquiaco,34
30,58,Veracruz de Ignacio de la Llave,Chicontepec,34
30,59,Veracruz de Ignacio de la Llave,Chinameca,34
30,60,Veracruz de Ignacio de la Llave,Chinampa de Gorostiza,34
30,61,Veracruz de Ignacio de la Llave,Las Choapas,34
30,62,Veracruz de Ignacio de la Llave,Chocamán,34
30,63,Veracruz de Ignacio de la Llave,Chontla,34
30,64,Veracruz de Ignacio de la Llave,Chumatlán,34
30,65,Veracruz de Ignacio de la Llave,Emiliano Zapata,34
30,66,Veracruz de Ignacio de la Llave,Espinal,34
30,67,Veracruz de Ignacio de la Llave,Filomeno Mata,34
30,68,Veracruz de Ignacio de la Llave,Fortín,34
30,69,Veracruz de Ignacio de la Llave,Gutiérrez Zamora,34
30,70,Veracruz de Ignacio de la Llave,Hidalgotitlán,34
30,71,Veracruz de Ignacio de la Llave,Huatusco,34
30,72,Veracruz de Ignacio de la Llave,Huayacocotla,34
30,73,Veracruz de Ignacio de la Llave,Hueyapan de Ocampo,34
30,74,Veracruz de Ignacio de la Llave,Huiloapan de Cuauhtémoc,34
30,75,Veracruz de Ignacio de la Llave,Ignacio de la Llave,34
30,76,Veracruz de Ignacio de la Llave,Ilamatlán,34
30,77,Veracruz de Ignacio de la Llave,Isla,34
30,78,Veracruz de Ignacio de la Llave,Ixcatepec,34
30,79,Veracruz de Ignacio de la Llave,Ixhuacán de los Reyes,34
30,80,Veracruz de Ignacio de la Llave,Ixhuatlán del Café,34
30,81,Veracruz de Ignacio de la Llave,Ixhuatlancillo,34
30,82,Veracruz de Ignacio de la Llave,Ixhuatlán del Sureste,34
30,83,Veracruz de Ignacio de la Llave,Ixhuatlán de Madero,34
30,84,Veracruz de Ignacio de la Llave,Ixmatlahuacan,34
30,85,Veracruz de Ignacio de la Llave,Ixtaczoquitlán,34
30,86,Veracruz de Ignacio de la Llave,Jalacingo,34
30,87,Veracruz de Ignacio de la Llave,Xalapa,34
30,88,Veracruz de Ignacio de la Llave,Jalcomulco,34
30,89,Veracruz de Ignacio de la Llave,Jáltipan,34
30,90,Veracruz de Ignacio de la Llave,Jamapa,34
30,91,Veracruz de Ignacio de la Llave,Jesús Carranza,34
30,92,Veracruz de Ignacio de la Llave,Xico,34
30,93,Veracruz de Ignacio de la Llave,Jilotepec,34
30,94,Veracruz de Ignacio de la Llave,Juan Rodríguez Clara,34
30,95,Veracruz de Ignacio de la Llave,Juchique de Ferrer,34
30,96,Veracruz de Ignacio de la Llave,Landero y Coss,34
30,97,Veracruz de Ignacio de la Llave,Lerdo de Tejada,34
30,98,Veracruz de Ignacio de la Llave,Magdalena,34
30,99,Veracruz de Ignacio de la Llave,Maltrata,34
30,100,Veracruz de Ignacio de la Llave,Manlio Fabio Altamirano,34
30,101,Veracruz de Ignacio de la Llave,Mariano Escobedo,34
30,102,Veracruz de Ignacio de la Llave,Martínez de la Torre,34
30,103,Veracruz de Ignacio de la Llave,Mecatlán,34
30,104,Veracruz de Ignacio de la Llave,Mecayapan,34
30,105,Veracruz de Ignacio de la Llave,Medellín de Bravo,34
30,106,Veracruz de Ignacio de la Llave,Miahuatlán,34
30,107,Veracruz de Ignacio de la Llave,Las Minas,34
30,108,Veracruz de Ignacio de la Llave,Minatitlán,34
30,109,Veracruz de Ignacio de la Llave,Misantla,34
30,110,Veracruz de Ignacio de la Llave,Mixtla de Altamirano,34
30,111,Veracruz de Ignacio de la Llave,Moloacán,34
30,112,Veracruz de Ignacio de la Llave,Naolinco,34
30,113,Veracruz de Ignacio de la Llave,Naranjal,34
30,114,Veracruz de Ignacio de la Llave,Nautla,34
30,115,Veracruz de Ignacio de la Llave,Nogales,34
30,116,Veracruz de Ignacio de la Llave,Oluta,34
30,117,Veracruz de Ignacio de la Llave,Omealca,34
30,118,Veracruz de Ignacio de la Llave,Orizaba,34
30,119,Veracruz de Ignacio de la Llave,Otatitlán,34
30,120,Veracruz de Ignacio de la Llave,Oteapan,34
30,121,Veracruz de Ignacio de la Llave,Ozuluama de Mascareñas,34
30,122,Veracruz de Ignacio de la Llave,Pajapan,34
30,123,Veracruz de Ignacio de la Llave,Pánuco,34
30,124,Veracruz de Ignacio de la Llave,Papantla,34
30,125,Veracruz de Ignacio de la Llave,Paso del Macho,34
30,126,Veracruz de Ignacio de la Llave,Paso de Ovejas,34
30,127,Veracruz de Ignacio de la Llave,La Perla,34
30,128,Veracruz de Ignacio de la Llave,Perote,34
30,129,Veracruz de Ignacio de la Llave,Platón Sánchez,34
30,130,Veracruz de Ignacio de la Llave,Playa Vicente,34
30,131,Veracruz de Ignacio de la Llave,Poza Rica de Hidalgo,34
30,132,Veracruz de Ignacio de la Llave,Las Vigas de Ramírez,34
30,133,Veracruz de Ignacio de la Llave,Pueblo Viejo,34
30,134,Veracruz de Ignacio de la Llave,Puente Nacional,34
30,135,Veracruz de Ignacio de la Llave,Rafael Delgado,34
30,136,Veracruz de Ignacio de la Llave,Rafael Lucio,34
30,137,Veracruz de Ignacio de la Llave,Los Reyes,34
30,138,Veracruz de Ignacio de la Llave,Río Blanco,34
30,139,Veracruz de Ignacio de la Llave,Saltabarranca,34
30,140,Veracruz de Ignacio de la Llave,San Andrés Tenejapan,34
30,141,Veracruz de Ignacio de la Llave,San Andrés Tuxtla,34
30,142,Veracruz de Ignacio de la Llave,San Juan Evangelista,34
30,143,Veracruz de Ignacio de la Llave,Santiago Tuxtla,34
30,144,Veracruz de Ignacio de la Llave,Sayula de Alemán,34
30,145,Veracruz de Ignacio de la Llave,Soconusco,34
30,146,Veracruz de Ignacio de la Llave,Sochiapa,34
30,147,Veracruz de Ignacio de la Llave,Soledad Atzompa,34
30,148,Veracruz de Ignacio de la Llave,Soledad de Doblado,34
30,149,Veracruz de Ignacio de la Llave,Soteapan,34
30,150,Veracruz de Ignacio de la Llave,Tamalín,34
30,151,Veracruz de Ignacio de la Llave,Tamiahua,34
30,152,Veracruz de Ignacio de la Llave,Tampico Alto,34
30,153,Veracruz de Ignacio de la Llave,Tancoco,34
30,154,Veracruz de Ignacio de la Llave,Tantima,34
30,155,Veracruz de Ignacio de la Llave,Tantoyuca,34
30,156,Veracruz de Ignacio de la Llave,Tatatila,34
30,157,Veracruz de Ignacio de la Llave,Castillo de Teayo,34
30,158,Veracruz de Ignacio de la Llave,Tecolutla,34
30,159,Veracruz de Ignacio de la Llave,Tehuipango,34
30,160,Veracruz de Ignacio de la Llave,Álamo Temapache,34
30,161,Veracruz de Ignacio de la Llave,Tempoal,34
30,162,Veracruz de Ignacio de la Llave,Tenampa,34
30,163,Veracruz de Ignacio de la Llave,Tenochtitlán,34
30,164,Veracruz de Ignacio de la Llave,Teocelo,34
30,165,Veracruz de Ignacio de la Llave,Tepatlaxco,34
30,166,Veracruz de Ignacio de la Llave,Tepetlán,34
30,167,Veracruz de Ignacio de la Llave,Tepetzintla,34
30,168,Veracruz de Ignacio de la Llave,Tequila,34
30,169,Veracruz de Ignacio de la Llave,José Azueta,34
30,170,Veracruz de Ignacio de la Llave,Texcatepec,34
30,171,Veracruz de Ignacio de la Llave,Texhuacán,34
30,172,Veracruz de Ignacio de la Llave,Texistepec,34
30,173,Veracruz de Ignacio de la Llave,Tezonapa,34
30,174,Veracruz de Ignacio de la Llave,Tierra Blanca,34
30,175,Veracruz de Ignacio de la Llave,Tihuatlán,34
30,176,Veracruz de Ignacio de la Llave,Tlacojalpan,34
30,177,Veracruz de Ignacio de la Llave,Tlacolulan,34
30,178,Veracruz de Ignacio de la Llave,Tlacotalpan,34
30,179,Veracruz de Ignacio de la Llave,Tlacotepec de Mejía,34
30,180,Veracruz de Ignacio de la Llave,Tlachichilco,34
30,181,Veracruz de Ignacio de la Llave,Tlalixcoyan,34
30,182,Veracruz de Ignacio de la Llave,Tlalnelhuayocan,34
30,183,Veracruz de Ignacio de la Llave,Tlapacoyan,34
30,184,Veracruz de Ignacio de la Llave,Tlaquilpa,34
30,185,Veracruz de Ignacio de la Llave,Tlilapan,34
30,186,Veracruz de Ignacio de la Llave,Tomatlán,34
30,187,Veracruz de Ignacio de la Llave,Tonayán,34
30,188,Veracruz de Ignacio de la Llave,Totutla,34
30,189,Veracruz de Ignacio de la Llave,Tuxpan,34
30,190,Veracruz de Ignacio de la Llave,Tuxtilla,34
30,191,Veracruz de Ignacio de la Llave,Ursulo Galván,34
30,192,Veracruz de Ignacio de la Llave,Vega de Alatorre,34
30,193,Veracruz de Ignacio de la Llave,Veracruz,34
30,194,Veracruz de Ignacio de la Llave,Villa Aldama,34
30,195,Veracruz de Ignacio de la Llave,Xoxocotla,34
30,196,Veracruz de Ignacio de la Llave,Yanga,34
30,197,Veracruz de Ignacio de la Llave,Yecuatla,34
30,198,Veracruz de Ignacio de la Llave,Zacualpan,34
30,199,Veracruz de Ignacio de la Llave,Zaragoza,34
30,200,Veracruz de Ignacio de la Llave,Zentla,34
30,201,Veracruz de Ignacio de la Llave,Zongolica,34
30,202,Veracruz de Ignacio de la Llave,Zontecomatlán de López y Fuentes,34
30,203,Veracruz de Ignacio de la Llave,Zozocolco de Hidalgo,34
30,204,Veracruz de Ignacio de la Llave,Agua Dulce,34
30,205,Veracruz de Ignacio de la Llave,El Higo,34
30,206,Veracruz de Ignacio de la Llave,Nanchital de Lázaro Cárdenas del Río,34
30,207,Veracruz de Ignacio de la Llave,Tres Valles,34
30,208,Veracruz de Ignacio de la Llave,Carlos A. Carrillo,34
30,209,Veracruz de Ignacio de la Llave,Tatahuicapan de Juárez,34
30,210,Veracruz de Ignacio de la Llave,Uxpanapa,34
30,211,Veracruz de Ignacio de la Llave,San Rafael,34
30,212,Veracruz de Ignacio de la Llave,Santiago Sochiapan,34
31,1,Yucatán,Abalá,5
31,2,Yucatán,Acanceh,5
31,3,Yucatán,Akil,5
31,4,Yucatán,Baca,5
31,5,Yucatán,Bokobá,5
31,6,Yucatán,Buctzotz,5
31,7,Yucatán,Cacalchén,5
31,8,Yucatán,Calotmul,5
31,9,Yucatán,Cansahcab,5
31,10,Yucatán,Cantamayec,5
31,11,Yucatán,Celestún,5
31,12,Yucatán,Cenotillo,5
31,13,Yucatán,Conkal,5
31,14,Yucatán,Cuncunul,5
31,15,Yucatán,Cuzamá,5
31,16,Yucatán,Chacsinkín,5
31,17,Yucatán,Chankom,5
31,18,Yucatán,Chapab,5
31,19,Yucatán,Chemax,5
31,20,Yucatán,Chicxulub Pueblo,5
31,21,Yucatán,Chichimilá,5
31,22,Yucatán,Chikindzonot,5
31,23,Yucatán,Chocholá,5
31,24,Yucatán,Chumayel,5
31,25,Yucatán,Dzan,5
31,26,Yucatán,Dzemul,5
31,27,Yucatán,Dzidzantún,5
31,28,Yucatán,Dzilam de Bravo,5
31,29,Yucatán,Dzilam González,5
31,30,Yucatán,Dzitás,5
31,31,Yucatán,Dzoncauich,5
31,32,Yucatán,Espita,5
31,33,Yucatán,Halachó,5
31,34,Yucatán,Hocabá,5
31,35,Yucatán,Hoctún,5
31,36,Yucatán,Homún,5
