Codigo_INEGI,Muncipio,ID_Alfabeta,Alfabeta,poblacion
20261,San Miguel Amatitlán,9,Not Specified,6
20262,San Miguel Amatlán,1,Yes,863
20262,San Miguel Amatlán,3,No,39
20263,San Miguel Coatlán,1,Yes,2310
20263,San Miguel Coatlán,3,No,579
20263,San Miguel Coatlán,9,Not Specified,2
20264,San Miguel Chicahua,1,Yes,1485
20264,San Miguel Chicahua,3,No,421
20264,San Miguel Chicahua,9,Not Specified,2
20265,San Miguel Chimalapa,1,Yes,5030
20265,San Miguel Chimalapa,3,No,1131
20265,San Miguel Chimalapa,9,Not Specified,4
20266,San Miguel del Puerto,1,Yes,6615
20266,San Miguel del Puerto,3,No,1226
20266,San Miguel del Puerto,9,Not Specified,6
20267,San Miguel del Río,1,Yes,224
20267,San Miguel del Río,3,No,12
20268,San Miguel Ejutla,1,Yes,923
20268,San Miguel Ejutla,3,No,133
20269,San Miguel el Grande,1,Yes,3370
20269,San Miguel el Grande,3,No,504
20269,San Miguel el Grande,9,Not Specified,14
20270,San Miguel Huautla,1,Yes,909
20270,San Miguel Huautla,3,No,207
20271,San Miguel Mixtepec,1,Yes,2198
20271,San Miguel Mixtepec,3,No,595
20271,San Miguel Mixtepec,9,Not Specified,6
20272,San Miguel Panixtlahuaca,1,Yes,4243
20272,San Miguel Panixtlahuaca,3,No,1272
20272,San Miguel Panixtlahuaca,9,Not Specified,6
20273,San Miguel Peras,1,Yes,2766
20273,San Miguel Peras,3,No,595
20273,San Miguel Peras,9,Not Specified,2
20274,San Miguel Piedras,1,Yes,1085
20274,San Miguel Piedras,3,No,85
20274,San Miguel Piedras,9,Not Specified,3
20275,San Miguel Quetzaltepec,1,Yes,4855
20275,San Miguel Quetzaltepec,3,No,1771
20275,San Miguel Quetzaltepec,9,Not Specified,3
20276,San Miguel Santa Flor,1,Yes,406
20276,San Miguel Santa Flor,3,No,243
20277,Villa Sola de Vega,1,Yes,9367
20277,Villa Sola de Vega,3,No,1722
20277,Villa Sola de Vega,9,Not Specified,8
20278,San Miguel Soyaltepec,1,Yes,27980
20278,San Miguel Soyaltepec,3,No,6338
20278,San Miguel Soyaltepec,9,Not Specified,23
20279,San Miguel Suchixtepec,1,Yes,2222
20279,San Miguel Suchixtepec,3,No,432
20279,San Miguel Suchixtepec,9,Not Specified,1
20280,Villa Talea de Castro,1,Yes,1720
20280,Villa Talea de Castro,3,No,152
20280,Villa Talea de Castro,9,Not Specified,3
20281,San Miguel Tecomatlán,1,Yes,270
20281,San Miguel Tecomatlán,3,No,18
20282,San Miguel Tenango,1,Yes,537
20282,San Miguel Tenango,3,No,71
20283,San Miguel Tequixtepec,1,Yes,881
20283,San Miguel Tequixtepec,3,No,83
20284,San Miguel Tilquiápam,1,Yes,1925
20284,San Miguel Tilquiápam,3,No,898
20284,San Miguel Tilquiápam,9,Not Specified,4
20285,San Miguel Tlacamama,1,Yes,2797
20285,San Miguel Tlacamama,3,No,532
20285,San Miguel Tlacamama,9,Not Specified,6
20286,San Miguel Tlacotepec,1,Yes,2289
20286,San Miguel Tlacotepec,3,No,571
20286,San Miguel Tlacotepec,9,Not Specified,2
20287,San Miguel Tulancingo,1,Yes,264
20287,San Miguel Tulancingo,3,No,32
20288,San Miguel Yotao,1,Yes,480
20288,San Miguel Yotao,3,No,61
20288,San Miguel Yotao,9,Not Specified,1
20289,San Nicolás,1,Yes,913
20289,San Nicolás,3,No,181
20289,San Nicolás,9,Not Specified,1
20290,San Nicolás Hidalgo,1,Yes,807
20290,San Nicolás Hidalgo,3,No,160
20291,San Pablo Coatlán,1,Yes,3526
20291,San Pablo Coatlán,3,No,386
20291,San Pablo Coatlán,9,Not Specified,2
20292,San Pablo Cuatro Venados,1,Yes,1129
20292,San Pablo Cuatro Venados,3,No,207
20293,San Pablo Etla,1,Yes,15401
20293,San Pablo Etla,3,No,624
20293,San Pablo Etla,9,Not Specified,15
20294,San Pablo Huitzo,1,Yes,6220
20294,San Pablo Huitzo,3,No,315
20294,San Pablo Huitzo,9,Not Specified,6
20295,San Pablo Huixtepec,1,Yes,8344
20295,San Pablo Huixtepec,3,No,798
20295,San Pablo Huixtepec,9,Not Specified,6
20296,San Pablo Macuiltianguis,1,Yes,785
20296,San Pablo Macuiltianguis,3,No,94
20296,San Pablo Macuiltianguis,9,Not Specified,2
20297,San Pablo Tijaltepec,1,Yes,2030
20297,San Pablo Tijaltepec,3,No,452
20297,San Pablo Tijaltepec,9,Not Specified,1
20298,San Pablo Villa de Mitla,1,Yes,11522
20298,San Pablo Villa de Mitla,3,No,1066
20298,San Pablo Villa de Mitla,9,Not Specified,16
20299,San Pablo Yaganiza,1,Yes,928
20299,San Pablo Yaganiza,3,No,110
20299,San Pablo Yaganiza,9,Not Specified,3
20300,San Pedro Amuzgos,1,Yes,5093
20300,San Pedro Amuzgos,3,No,951
20300,San Pedro Amuzgos,9,Not Specified,15
20301,San Pedro Apóstol,1,Yes,1310
20301,San Pedro Apóstol,3,No,146
20301,San Pedro Apóstol,9,Not Specified,1
20302,San Pedro Atoyac,1,Yes,3129
20302,San Pedro Atoyac,3,No,945
20302,San Pedro Atoyac,9,Not Specified,1
20303,San Pedro Cajonos,1,Yes,912
20303,San Pedro Cajonos,3,No,89
20303,San Pedro Cajonos,9,Not Specified,2
20304,San Pedro Coxcaltepec Cántaros,1,Yes,607
20304,San Pedro Coxcaltepec Cántaros,3,No,60
20305,San Pedro Comitancillo,1,Yes,3774
20305,San Pedro Comitancillo,3,No,299
20305,San Pedro Comitancillo,9,Not Specified,3
20306,San Pedro el Alto,1,Yes,3230
20306,San Pedro el Alto,3,No,929
20306,San Pedro el Alto,9,Not Specified,3
20307,San Pedro Huamelula,1,Yes,7923
20307,San Pedro Huamelula,3,No,993
20307,San Pedro Huamelula,9,Not Specified,22
20308,San Pedro Huilotepec,1,Yes,2631
20308,San Pedro Huilotepec,3,No,365
20308,San Pedro Huilotepec,9,Not Specified,1
20309,San Pedro Ixcatlán,1,Yes,7142
20309,San Pedro Ixcatlán,3,No,1943
20309,San Pedro Ixcatlán,9,Not Specified,6
20310,San Pedro Ixtlahuaca,1,Yes,11995
20310,San Pedro Ixtlahuaca,3,No,1114
20310,San Pedro Ixtlahuaca,9,Not Specified,7
20311,San Pedro Jaltepetongo,1,Yes,334
20311,San Pedro Jaltepetongo,3,No,109
20312,San Pedro Jicayán,1,Yes,8095
20312,San Pedro Jicayán,3,No,1896
20312,San Pedro Jicayán,9,Not Specified,17
20313,San Pedro Jocotipac,1,Yes,523
20313,San Pedro Jocotipac,3,No,167
20314,San Pedro Juchatengo,1,Yes,1451
20314,San Pedro Juchatengo,3,No,178
20315,San Pedro Mártir,1,Yes,1531
20315,San Pedro Mártir,3,No,198
20315,San Pedro Mártir,9,Not Specified,2
20316,San Pedro Mártir Quiechapa,1,Yes,639
20316,San Pedro Mártir Quiechapa,3,No,29
20316,San Pedro Mártir Quiechapa,9,Not Specified,4
20317,San Pedro Mártir Yucuxaco,1,Yes,1082
20317,San Pedro Mártir Yucuxaco,3,No,68
20317,San Pedro Mártir Yucuxaco,9,Not Specified,1
20318,San Pedro Mixtepec,1,Yes,40164
20318,San Pedro Mixtepec,3,No,4631
20318,San Pedro Mixtepec,9,Not Specified,45
20319,San Pedro Mixtepec,1,Yes,743
20319,San Pedro Mixtepec,3,No,159
20320,San Pedro Molinos,1,Yes,555
20320,San Pedro Molinos,3,No,94
20320,San Pedro Molinos,9,Not Specified,2
20321,San Pedro Nopala,1,Yes,574
20321,San Pedro Nopala,3,No,104
20322,San Pedro Ocopetatillo,1,Yes,486
20322,San Pedro Ocopetatillo,3,No,241
20323,San Pedro Ocotepec,1,Yes,1786
20323,San Pedro Ocotepec,3,No,422
20323,San Pedro Ocotepec,9,Not Specified,6
20324,San Pedro Pochutla,1,Yes,37650
20324,San Pedro Pochutla,3,No,5738
20324,San Pedro Pochutla,9,Not Specified,28
20325,San Pedro Quiatoni,1,Yes,8477
20325,San Pedro Quiatoni,3,No,2271
20325,San Pedro Quiatoni,9,Not Specified,1
20326,San Pedro Sochiápam,1,Yes,3425
20326,San Pedro Sochiápam,3,No,1088
20326,San Pedro Sochiápam,9,Not Specified,7
20327,San Pedro Tapanatepec,1,Yes,12022
20327,San Pedro Tapanatepec,3,No,1999
20327,San Pedro Tapanatepec,9,Not Specified,8
20328,San Pedro Taviche,1,Yes,1086
20328,San Pedro Taviche,3,No,198
20328,San Pedro Taviche,9,Not Specified,1
20329,San Pedro Teozacoalco,1,Yes,914
20329,San Pedro Teozacoalco,3,No,133
20330,San Pedro Teutila,1,Yes,3295
20330,San Pedro Teutila,3,No,627
20330,San Pedro Teutila,9,Not Specified,2
20331,San Pedro Tidaá,1,Yes,705
20331,San Pedro Tidaá,3,No,170
20332,San Pedro Topiltepec,1,Yes,323
20332,San Pedro Topiltepec,3,No,20
20333,San Pedro Totolápam,1,Yes,2618
20333,San Pedro Totolápam,3,No,293
20333,San Pedro Totolápam,9,Not Specified,5
20334,Villa de Tututepec,1,Yes,39154
20334,Villa de Tututepec,3,No,6701
20334,Villa de Tututepec,9,Not Specified,48
20335,San Pedro Yaneri,1,Yes,680
20335,San Pedro Yaneri,3,No,128
20336,San Pedro Yólox,1,Yes,1244
20336,San Pedro Yólox,3,No,321
20336,San Pedro Yólox,9,Not Specified,2
20337,San Pedro y San Pablo Ayutla,1,Yes,3239
20337,San Pedro y San Pablo Ayutla,3,No,1674
20337,San Pedro y San Pablo Ayutla,9,Not Specified,4
20338,Villa de Etla,1,Yes,8757
20338,Villa de Etla,3,No,503
20338,Villa de Etla,9,Not Specified,5
20339,San Pedro y San Pablo Teposcolula,1,Yes,3741
20339,San Pedro y San Pablo Teposcolula,3,No,229
20339,San Pedro y San Pablo Teposcolula,9,Not Specified,5
20340,San Pedro y San Pablo Tequixtepec,1,Yes,1488
20340,San Pedro y San Pablo Tequixtepec,3,No,158
20340,San Pedro y San Pablo Tequixtepec,9,Not Specified,5
20341,San Pedro Yucunama,1,Yes,209
20341,San Pedro Yucunama,3,No,8
20342,San Raymundo Jalpan,1,Yes,3628
20342,San Raymundo Jalpan,3,No,170
20342,San Raymundo Jalpan,9,Not Specified,4
20343,San Sebastián Abasolo,1,Yes,1769
20343,San Sebastián Abasolo,3,No,104
20343,San Sebastián Abasolo,9,Not Specified,3
20344,San Sebastián Coatlán,1,Yes,2173
20344,San Sebastián Coatlán,3,No,332
20345,San Sebastián Ixcapa,1,Yes,3202
20345,San Sebastián Ixcapa,3,No,597
20345,San Sebastián Ixcapa,9,Not Specified,5
20346,San Sebastián Nicananduta,1,Yes,1154
20346,San Sebastián Nicananduta,3,No,260
20347,San Sebastián Río Hondo,1,Yes,3445
20347,San Sebastián Río Hondo,3,No,382
20347,San Sebastián Río Hondo,9,Not Specified,12
20348,San Sebastián Tecomaxtlahuaca,1,Yes,5936
20348,San Sebastián Tecomaxtlahuaca,3,No,1497
20348,San Sebastián Tecomaxtlahuaca,9,Not Specified,12
20349,San Sebastián Teitipac,1,Yes,1784
20349,San Sebastián Teitipac,3,No,232
20349,San Sebastián Teitipac,9,Not Specified,1
20350,San Sebastián Tutla,1,Yes,15473
20350,San Sebastián Tutla,3,No,476
20350,San Sebastián Tutla,9,Not Specified,17
20351,San Simón Almolongas,1,Yes,2045
20351,San Simón Almolongas,3,No,500
20352,San Simón Zahuatlán,1,Yes,2588
20352,San Simón Zahuatlán,3,No,1634
20352,San Simón Zahuatlán,9,Not Specified,7
20353,Santa Ana,1,Yes,1831
20353,Santa Ana,3,No,322
20354,Santa Ana Ateixtlahuaca,1,Yes,308
20354,Santa Ana Ateixtlahuaca,3,No,134
20354,Santa Ana Ateixtlahuaca,9,Not Specified,1
20355,Santa Ana Cuauhtémoc,1,Yes,488
20355,Santa Ana Cuauhtémoc,3,No,136
20356,Santa Ana del Valle,1,Yes,1840
20356,Santa Ana del Valle,3,No,160
20356,Santa Ana del Valle,9,Not Specified,2
20357,Santa Ana Tavela,1,Yes,726
20357,Santa Ana Tavela,3,No,66
20357,Santa Ana Tavela,9,Not Specified,1
20358,Santa Ana Tlapacoyan,1,Yes,1528
20358,Santa Ana Tlapacoyan,3,No,285
20359,Santa Ana Yareni,1,Yes,500
20359,Santa Ana Yareni,3,No,101
20359,Santa Ana Yareni,9,Not Specified,1
20360,Santa Ana Zegache,1,Yes,3120
20360,Santa Ana Zegache,3,No,531
20360,Santa Ana Zegache,9,Not Specified,2
20361,Santa Catalina Quierí,1,Yes,634
20361,Santa Catalina Quierí,3,No,137
20361,Santa Catalina Quierí,9,Not Specified,1
20362,Santa Catarina Cuixtla,1,Yes,1238
20362,Santa Catarina Cuixtla,3,No,165
20363,Santa Catarina Ixtepeji,1,Yes,2349
20363,Santa Catarina Ixtepeji,3,No,101
20364,Santa Catarina Juquila,1,Yes,13904
20364,Santa Catarina Juquila,3,No,2605
20364,Santa Catarina Juquila,9,Not Specified,18
20365,Santa Catarina Lachatao,1,Yes,933
20365,Santa Catarina Lachatao,3,No,60
20366,Santa Catarina Loxicha,1,Yes,2671
20366,Santa Catarina Loxicha,3,No,624
20366,Santa Catarina Loxicha,9,Not Specified,2
20367,Santa Catarina Mechoacán,1,Yes,3475
20367,Santa Catarina Mechoacán,3,No,698
20367,Santa Catarina Mechoacán,9,Not Specified,3
20368,Santa Catarina Minas,1,Yes,1646
20368,Santa Catarina Minas,3,No,237
20368,Santa Catarina Minas,9,Not Specified,1
20369,Santa Catarina Quiané,1,Yes,1781
20369,Santa Catarina Quiané,3,No,234
20370,Santa Catarina Tayata,1,Yes,573
20370,Santa Catarina Tayata,3,No,38
20370,Santa Catarina Tayata,9,Not Specified,1
20371,Santa Catarina Ticuá,1,Yes,694
20371,Santa Catarina Ticuá,3,No,201
20371,Santa Catarina Ticuá,9,Not Specified,1
20372,Santa Catarina Yosonotú,1,Yes,741
20372,Santa Catarina Yosonotú,3,No,439
20373,Santa Catarina Zapoquila,1,Yes,321
20373,Santa Catarina Zapoquila,3,No,50
20374,Santa Cruz Acatepec,1,Yes,1153
20374,Santa Cruz Acatepec,3,No,318
20375,Santa Cruz Amilpas,1,Yes,11514
20375,Santa Cruz Amilpas,3,No,616
20375,Santa Cruz Amilpas,9,Not Specified,18
20376,Santa Cruz de Bravo,1,Yes,264
20376,Santa Cruz de Bravo,3,No,72
20377,Santa Cruz Itundujia,1,Yes,8600
20377,Santa Cruz Itundujia,3,No,1219
20377,Santa Cruz Itundujia,9,Not Specified,11
20378,Santa Cruz Mixtepec,1,Yes,3022
20378,Santa Cruz Mixtepec,3,No,385
20378,Santa Cruz Mixtepec,9,Not Specified,1
20379,Santa Cruz Nundaco,1,Yes,2261
20379,Santa Cruz Nundaco,3,No,377
20379,Santa Cruz Nundaco,9,Not Specified,6
20380,Santa Cruz Papalutla,1,Yes,1860
20380,Santa Cruz Papalutla,3,No,199
20380,Santa Cruz Papalutla,9,Not Specified,3
20381,Santa Cruz Tacache de Mina,1,Yes,2362
20381,Santa Cruz Tacache de Mina,3,No,287
20382,Santa Cruz Tacahua,1,Yes,950
20382,Santa Cruz Tacahua,3,No,142
20383,Santa Cruz Tayata,1,Yes,486
20383,Santa Cruz Tayata,3,No,40
20383,Santa Cruz Tayata,9,Not Specified,1
20384,Santa Cruz Xitla,1,Yes,3631
20384,Santa Cruz Xitla,3,No,713
20385,Santa Cruz Xoxocotlán,1,Yes,86634
20385,Santa Cruz Xoxocotlán,3,No,5397
20385,Santa Cruz Xoxocotlán,9,Not Specified,111
20386,Santa Cruz Zenzontepec,1,Yes,12796
20386,Santa Cruz Zenzontepec,3,No,4216
20386,Santa Cruz Zenzontepec,9,Not Specified,10
20387,Santa Gertrudis,1,Yes,2298
20387,Santa Gertrudis,3,No,401
20387,Santa Gertrudis,9,Not Specified,2
20388,Santa Inés del Monte,1,Yes,2098
20388,Santa Inés del Monte,3,No,428
20388,Santa Inés del Monte,9,Not Specified,4
20389,Santa Inés Yatzeche,1,Yes,605
20389,Santa Inés Yatzeche,3,No,237
20389,Santa Inés Yatzeche,9,Not Specified,3
20390,Santa Lucía del Camino,1,Yes,43620
20390,Santa Lucía del Camino,3,No,1949
20390,Santa Lucía del Camino,9,Not Specified,77
20391,Santa Lucía Miahuatlán,1,Yes,2079
20391,Santa Lucía Miahuatlán,3,No,962
20391,Santa Lucía Miahuatlán,9,Not Specified,3
20392,Santa Lucía Monteverde,1,Yes,4632
20392,Santa Lucía Monteverde,3,No,1215
20392,Santa Lucía Monteverde,9,Not Specified,2
20393,Santa Lucía Ocotlán,1,Yes,3192
20393,Santa Lucía Ocotlán,3,No,622
20393,Santa Lucía Ocotlán,9,Not Specified,2
20394,Santa María Alotepec,1,Yes,2214
20394,Santa María Alotepec,3,No,316
20394,Santa María Alotepec,9,Not Specified,2
20395,Santa María Apazco,1,Yes,1034
20395,Santa María Apazco,3,No,458
20396,Santa María la Asunción,1,Yes,1589
20396,Santa María la Asunción,3,No,1377
20396,Santa María la Asunción,9,Not Specified,3
20397,Heroica Ciudad de Tlaxiaco,1,Yes,33034
20397,Heroica Ciudad de Tlaxiaco,3,No,3128
20397,Heroica Ciudad de Tlaxiaco,9,Not Specified,36
20398,Ayoquezco de Aldama,1,Yes,3787
20398,Ayoquezco de Aldama,3,No,716
20398,Ayoquezco de Aldama,9,Not Specified,1
20399,Santa María Atzompa,1,Yes,36132
20399,Santa María Atzompa,3,No,2275
20399,Santa María Atzompa,9,Not Specified,40
20400,Santa María Camotlán,1,Yes,1401
20400,Santa María Camotlán,3,No,191
20400,Santa María Camotlán,9,Not Specified,3
20401,Santa María Colotepec,1,Yes,21513
20401,Santa María Colotepec,3,No,2833
20401,Santa María Colotepec,9,Not Specified,9
20402,Santa María Cortijo,1,Yes,808
20402,Santa María Cortijo,3,No,156
20402,Santa María Cortijo,9,Not Specified,1
20403,Santa María Coyotepec,1,Yes,3271
20403,Santa María Coyotepec,3,No,200
20403,Santa María Coyotepec,9,Not Specified,1
20404,Santa María Chachoápam,1,Yes,674
20404,Santa María Chachoápam,3,No,41
20404,Santa María Chachoápam,9,Not Specified,1
20405,Villa de Chilapa de Díaz,1,Yes,1489
20405,Villa de Chilapa de Díaz,3,No,207
20405,Villa de Chilapa de Díaz,9,Not Specified,2
20406,Santa María Chilchotla,1,Yes,14063
20406,Santa María Chilchotla,3,No,5199
20406,Santa María Chilchotla,9,Not Specified,5
20407,Santa María Chimalapa,1,Yes,6697
20407,Santa María Chimalapa,3,No,1816
20407,Santa María Chimalapa,9,Not Specified,5
20408,Santa María del Rosario,1,Yes,421
20408,Santa María del Rosario,3,No,34
20409,Santa María del Tule,1,Yes,8074
20409,Santa María del Tule,3,No,282
20409,Santa María del Tule,9,Not Specified,17
20410,Santa María Ecatepec,1,Yes,2794
20410,Santa María Ecatepec,3,No,244
20410,Santa María Ecatepec,9,Not Specified,4
20411,Santa María Guelacé,1,Yes,807
20411,Santa María Guelacé,3,No,37
20412,Santa María Guienagati,1,Yes,2410
20412,Santa María Guienagati,3,No,431
20412,Santa María Guienagati,9,Not Specified,4
20413,Santa María Huatulco,1,Yes,42802
20413,Santa María Huatulco,3,No,3822
20413,Santa María Huatulco,9,Not Specified,37
20414,Santa María Huazolotitlán,1,Yes,8990
20414,Santa María Huazolotitlán,3,No,1969
20414,Santa María Huazolotitlán,9,Not Specified,9
20415,Santa María Ipalapa,1,Yes,3617
20415,Santa María Ipalapa,3,No,767
20415,Santa María Ipalapa,9,Not Specified,5
20416,Santa María Ixcatlán,1,Yes,356
20416,Santa María Ixcatlán,3,No,73
20417,Santa María Jacatepec,1,Yes,7175
20417,Santa María Jacatepec,3,No,1593
20417,Santa María Jacatepec,9,Not Specified,8
20418,Santa María Jalapa del Marqués,1,Yes,9642
20418,Santa María Jalapa del Marqués,3,No,1235
20418,Santa María Jalapa del Marqués,9,Not Specified,16
20419,Santa María Jaltianguis,1,Yes,518
20419,Santa María Jaltianguis,3,No,24
20420,Santa María Lachixío,1,Yes,1106
20420,Santa María Lachixío,3,No,373
20420,Santa María Lachixío,9,Not Specified,5
20421,Santa María Mixtequilla,1,Yes,3887
20421,Santa María Mixtequilla,3,No,414
20421,Santa María Mixtequilla,9,Not Specified,2
20422,Santa María Nativitas,1,Yes,498
20422,Santa María Nativitas,3,No,54
20422,Santa María Nativitas,9,Not Specified,1
20423,Santa María Nduayaco,1,Yes,396
20423,Santa María Nduayaco,3,No,39
20424,Santa María Ozolotepec,1,Yes,2715
20424,Santa María Ozolotepec,3,No,708
20424,Santa María Ozolotepec,9,Not Specified,2
20425,Santa María Pápalo,1,Yes,1552
20425,Santa María Pápalo,3,No,355
20426,Santa María Peñoles,1,Yes,6590
20426,Santa María Peñoles,3,No,1304
20426,Santa María Peñoles,9,Not Specified,5
20427,Santa María Petapa,1,Yes,13556
20427,Santa María Petapa,3,No,1724
20427,Santa María Petapa,9,Not Specified,71
20428,Santa María Quiegolani,1,Yes,1442
20428,Santa María Quiegolani,3,No,424
20428,Santa María Quiegolani,9,Not Specified,1
20429,Santa María Sola,1,Yes,1170
20429,Santa María Sola,3,No,230
20430,Santa María Tataltepec,1,Yes,265
20430,Santa María Tataltepec,3,No,31
20431,Santa María Tecomavaca,1,Yes,1533
20431,Santa María Tecomavaca,3,No,145
20431,Santa María Tecomavaca,9,Not Specified,1
20432,Santa María Temaxcalapa,1,Yes,773
20432,Santa María Temaxcalapa,3,No,75
20433,Santa María Temaxcaltepec,1,Yes,1702
20433,Santa María Temaxcaltepec,3,No,700
20434,Santa María Teopoxco,1,Yes,2567
20434,Santa María Teopoxco,3,No,1039
20435,Santa María Tepantlali,1,Yes,2253
20435,Santa María Tepantlali,3,No,915
20435,Santa María Tepantlali,9,Not Specified,5
20436,Santa María Texcatitlán,1,Yes,632
20436,Santa María Texcatitlán,3,No,187
20437,Santa María Tlahuitoltepec,1,Yes,6675
20437,Santa María Tlahuitoltepec,3,No,1953
20437,Santa María Tlahuitoltepec,9,Not Specified,6
20438,Santa María Tlalixtac,1,Yes,1209
20438,Santa María Tlalixtac,3,No,381
20438,Santa María Tlalixtac,9,Not Specified,2
20439,Santa María Tonameca,1,Yes,18431
20439,Santa María Tonameca,3,No,4390
20439,Santa María Tonameca,9,Not Specified,44
20440,Santa María Totolapilla,1,Yes,623
20440,Santa María Totolapilla,3,No,124
20441,Santa María Xadani,1,Yes,6271
20441,Santa María Xadani,3,No,1884
20441,Santa María Xadani,9,Not Specified,9
20442,Santa María Yalina,1,Yes,211
20442,Santa María Yalina,3,No,17
20443,Santa María Yavesía,1,Yes,393
20443,Santa María Yavesía,3,No,8
20444,Santa María Yolotepec,1,Yes,387
20444,Santa María Yolotepec,3,No,45
20445,Santa María Yosoyúa,1,Yes,1317
20445,Santa María Yosoyúa,3,No,229
20445,Santa María Yosoyúa,9,Not Specified,3
20446,Santa María Yucuhiti,1,Yes,4802
20446,Santa María Yucuhiti,3,No,666
20446,Santa María Yucuhiti,9,Not Specified,6
20447,Santa María Zacatepec,1,Yes,12568
20447,Santa María Zacatepec,3,No,2686
20447,Santa María Zacatepec,9,Not Specified,15
20448,Santa María Zaniza,1,Yes,1806
20448,Santa María Zaniza,3,No,358
20448,Santa María Zaniza,9,Not Specified,1
20449,Santa María Zoquitlán,1,Yes,2589
20449,Santa María Zoquitlán,3,No,426
20449,Santa María Zoquitlán,9,Not Specified,1
20450,Santiago Amoltepec,1,Yes,9072
20450,Santiago Amoltepec,3,No,2988
20450,Santiago Amoltepec,9,Not Specified,24
20451,Santiago Apoala,1,Yes,617
20451,Santiago Apoala,3,No,283
20452,Santiago Apóstol,1,Yes,3151
20452,Santiago Apóstol,3,No,888
20453,Santiago Astata,1,Yes,3215
20453,Santiago Astata,3,No,398
20454,Santiago Atitlán,1,Yes,2517
20454,Santiago Atitlán,3,No,686
20454,Santiago Atitlán,9,Not Specified,2
20455,Santiago Ayuquililla,1,Yes,2233
20455,Santiago Ayuquililla,3,No,354
20455,Santiago Ayuquililla,9,Not Specified,1
20456,Santiago Cacaloxtepec,1,Yes,1208
20456,Santiago Cacaloxtepec,3,No,319
20456,Santiago Cacaloxtepec,9,Not Specified,1
20457,Santiago Camotlán,1,Yes,2686
20457,Santiago Camotlán,3,No,369
20457,Santiago Camotlán,9,Not Specified,9
20458,Santiago Comaltepec,1,Yes,916
20458,Santiago Comaltepec,3,No,123
20458,Santiago Comaltepec,9,Not Specified,1
20459,Villa de Santiago Chazumba,1,Yes,4151
20459,Villa de Santiago Chazumba,3,No,345
20459,Villa de Santiago Chazumba,9,Not Specified,6
20460,Santiago Choápam,1,Yes,3894
20460,Santiago Choápam,3,No,731
20460,Santiago Choápam,9,Not Specified,2
20461,Santiago del Río,1,Yes,373
20461,Santiago del Río,3,No,114
20462,Santiago Huajolotitlán,1,Yes,3828
20462,Santiago Huajolotitlán,3,No,326
20462,Santiago Huajolotitlán,9,Not Specified,2
20463,Santiago Huauclilla,1,Yes,456
20463,Santiago Huauclilla,3,No,37
20464,Santiago Ihuitlán Plumas,1,Yes,263
20464,Santiago Ihuitlán Plumas,3,No,45
20465,Santiago Ixcuintepec,1,Yes,1220
20465,Santiago Ixcuintepec,3,No,256
20466,Santiago Ixtayutla,1,Yes,8239
20466,Santiago Ixtayutla,3,No,4068
20466,Santiago Ixtayutla,9,Not Specified,5
20467,Santiago Jamiltepec,1,Yes,14512
20467,Santiago Jamiltepec,3,No,2679
20467,Santiago Jamiltepec,9,Not Specified,17
20468,Santiago Jocotepec,1,Yes,10126
20468,Santiago Jocotepec,3,No,2385
20468,Santiago Jocotepec,9,Not Specified,13
20469,Santiago Juxtlahuaca,1,Yes,24130
20469,Santiago Juxtlahuaca,3,No,6117
20469,Santiago Juxtlahuaca,9,Not Specified,64
20470,Santiago Lachiguiri,1,Yes,3453
20470,Santiago Lachiguiri,3,No,616
20470,Santiago Lachiguiri,9,Not Specified,10
20471,Santiago Lalopa,1,Yes,346
20471,Santiago Lalopa,3,No,36
20472,Santiago Laollaga,1,Yes,2812
20472,Santiago Laollaga,3,No,294
20472,Santiago Laollaga,9,Not Specified,15
20473,Santiago Laxopa,1,Yes,1132
20473,Santiago Laxopa,3,No,58
20474,Santiago Llano Grande,1,Yes,2542
20474,Santiago Llano Grande,3,No,563
20474,Santiago Llano Grande,9,Not Specified,3
20475,Santiago Matatlán,1,Yes,7640
20475,Santiago Matatlán,3,No,1715
20475,Santiago Matatlán,9,Not Specified,4
20476,Santiago Miltepec,1,Yes,341
20476,Santiago Miltepec,3,No,41
20477,Santiago Minas,1,Yes,953
20477,Santiago Minas,3,No,252
20478,Santiago Nacaltepec,1,Yes,1305
20478,Santiago Nacaltepec,3,No,163
20478,Santiago Nacaltepec,9,Not Specified,2
20479,Santiago Nejapilla,1,Yes,150
20479,Santiago Nejapilla,3,No,18
20480,Santiago Nundiche,1,Yes,1066
20480,Santiago Nundiche,3,No,165
20480,Santiago Nundiche,9,Not Specified,1
20481,Santiago Nuyoó,1,Yes,1450
20481,Santiago Nuyoó,3,No,285
20481,Santiago Nuyoó,9,Not Specified,1
20482,Santiago Pinotepa Nacional,1,Yes,42551
20482,Santiago Pinotepa Nacional,3,No,7386
20482,Santiago Pinotepa Nacional,9,Not Specified,55
20483,Santiago Suchilquitongo,1,Yes,9404
20483,Santiago Suchilquitongo,3,No,560
20483,Santiago Suchilquitongo,9,Not Specified,10
20484,Santiago Tamazola,1,Yes,3355
20484,Santiago Tamazola,3,No,610
20484,Santiago Tamazola,9,Not Specified,2
20485,Santiago Tapextla,1,Yes,2028
20485,Santiago Tapextla,3,No,716
20485,Santiago Tapextla,9,Not Specified,3
20486,Villa Tejúpam de la Unión,1,Yes,2061
20486,Villa Tejúpam de la Unión,3,No,181
