Municipality ID,Municipality,Economic Sector 1 digit ID,Economic Sector 1 digit,Insured People
14053,Lagos de Moreno,7,Transportes y comunicaciones,13615
14053,Lagos de Moreno,8,"Servicios para empresas, personas y el hogar",21574
14053,Lagos de Moreno,9,Servicios sociales y comunales,34066
14054,El Limón,0,"Agricultura, ganadería, silvicultura, pesca y caza",218
14054,El Limón,3,Industrias de transformación,24
14054,El Limón,4,Industria de la construcción,69
14054,El Limón,6,Comercio,368
14054,El Limón,8,"Servicios para empresas, personas y el hogar",277
14054,El Limón,9,Servicios sociales y comunales,824
14057,La Manzanilla de la Paz,0,"Agricultura, ganadería, silvicultura, pesca y caza",102
14057,La Manzanilla de la Paz,3,Industrias de transformación,48
14057,La Manzanilla de la Paz,4,Industria de la construcción,15
14057,La Manzanilla de la Paz,6,Comercio,222
14057,La Manzanilla de la Paz,8,"Servicios para empresas, personas y el hogar",238
14057,La Manzanilla de la Paz,9,Servicios sociales y comunales,72
14058,Mascota,0,"Agricultura, ganadería, silvicultura, pesca y caza",459
14058,Mascota,3,Industrias de transformación,3
14058,Mascota,4,Industria de la construcción,124
14058,Mascota,5,"Industria eléctrica, y captación y suministro de agua potable",217
14058,Mascota,6,Comercio,2531
14058,Mascota,7,Transportes y comunicaciones,54
14058,Mascota,8,"Servicios para empresas, personas y el hogar",875
14058,Mascota,9,Servicios sociales y comunales,1469
14059,Mazamitla,0,"Agricultura, ganadería, silvicultura, pesca y caza",3777
14059,Mazamitla,3,Industrias de transformación,12
14059,Mazamitla,4,Industria de la construcción,775
14059,Mazamitla,6,Comercio,1694
14059,Mazamitla,7,Transportes y comunicaciones,636
14059,Mazamitla,8,"Servicios para empresas, personas y el hogar",2626
14059,Mazamitla,9,Servicios sociales y comunales,212
14060,Mexticacán,4,Industria de la construcción,122
14060,Mexticacán,6,Comercio,12
14060,Mexticacán,9,Servicios sociales y comunales,12
14061,Mezquitic,4,Industria de la construcción,67
14061,Mezquitic,6,Comercio,80
14061,Mezquitic,9,Servicios sociales y comunales,1588
14062,Mixtlán,0,"Agricultura, ganadería, silvicultura, pesca y caza",12
14062,Mixtlán,4,Industria de la construcción,36
14062,Mixtlán,6,Comercio,128
14062,Mixtlán,8,"Servicios para empresas, personas y el hogar",107
14063,Ocotlán,0,"Agricultura, ganadería, silvicultura, pesca y caza",4276
14063,Ocotlán,1,Industrias extractivas,12
14063,Ocotlán,3,Industrias de transformación,13667
14063,Ocotlán,4,Industria de la construcción,38181
14063,Ocotlán,5,"Industria eléctrica, y captación y suministro de agua potable",1919
14063,Ocotlán,6,Comercio,60083
14063,Ocotlán,7,Transportes y comunicaciones,17963
14063,Ocotlán,8,"Servicios para empresas, personas y el hogar",32975
14063,Ocotlán,9,Servicios sociales y comunales,25258
14064,Ojuelos de Jalisco,0,"Agricultura, ganadería, silvicultura, pesca y caza",192
14064,Ojuelos de Jalisco,3,Industrias de transformación,141
14064,Ojuelos de Jalisco,4,Industria de la construcción,1250
14064,Ojuelos de Jalisco,6,Comercio,3443
14064,Ojuelos de Jalisco,7,Transportes y comunicaciones,49
14064,Ojuelos de Jalisco,8,"Servicios para empresas, personas y el hogar",285
14064,Ojuelos de Jalisco,9,Servicios sociales y comunales,301
14065,Pihuamo,0,"Agricultura, ganadería, silvicultura, pesca y caza",213
14065,Pihuamo,1,Industrias extractivas,979
14065,Pihuamo,3,Industrias de transformación,23
14065,Pihuamo,4,Industria de la construcción,354
14065,Pihuamo,6,Comercio,545
14065,Pihuamo,7,Transportes y comunicaciones,234
14065,Pihuamo,8,"Servicios para empresas, personas y el hogar",1092
14065,Pihuamo,9,Servicios sociales y comunales,1536
14066,Poncitlán,0,"Agricultura, ganadería, silvicultura, pesca y caza",17489
14066,Poncitlán,1,Industrias extractivas,2181
14066,Poncitlán,3,Industrias de transformación,6768
14066,Poncitlán,4,Industria de la construcción,2308
14066,Poncitlán,5,"Industria eléctrica, y captación y suministro de agua potable",7
14066,Poncitlán,6,Comercio,7345
14066,Poncitlán,7,Transportes y comunicaciones,635
14066,Poncitlán,8,"Servicios para empresas, personas y el hogar",2508
14066,Poncitlán,9,Servicios sociales y comunales,907
14067,Puerto Vallarta,0,"Agricultura, ganadería, silvicultura, pesca y caza",7865
14067,Puerto Vallarta,1,Industrias extractivas,503
14067,Puerto Vallarta,3,Industrias de transformación,8560
14067,Puerto Vallarta,4,Industria de la construcción,91771
14067,Puerto Vallarta,5,"Industria eléctrica, y captación y suministro de agua potable",9281
14067,Puerto Vallarta,6,Comercio,165840
14067,Puerto Vallarta,7,Transportes y comunicaciones,43428
14067,Puerto Vallarta,8,"Servicios para empresas, personas y el hogar",393150
14067,Puerto Vallarta,9,Servicios sociales y comunales,108774
14068,Villa Purificación,0,"Agricultura, ganadería, silvicultura, pesca y caza",33
14068,Villa Purificación,4,Industria de la construcción,67
14068,Villa Purificación,6,Comercio,675
14068,Villa Purificación,8,"Servicios para empresas, personas y el hogar",345
14068,Villa Purificación,9,Servicios sociales y comunales,114
14069,Quitupan,0,"Agricultura, ganadería, silvicultura, pesca y caza",8
14069,Quitupan,4,Industria de la construcción,6
14069,Quitupan,6,Comercio,72
14069,Quitupan,8,"Servicios para empresas, personas y el hogar",12
14070,El Salto,0,"Agricultura, ganadería, silvicultura, pesca y caza",2361
14070,El Salto,3,Industrias de transformación,371856
14070,El Salto,4,Industria de la construcción,27621
14070,El Salto,5,"Industria eléctrica, y captación y suministro de agua potable",141
14070,El Salto,6,Comercio,41498
14070,El Salto,7,Transportes y comunicaciones,43131
14070,El Salto,8,"Servicios para empresas, personas y el hogar",41999
14070,El Salto,9,Servicios sociales y comunales,3374
14071,San Cristóbal de la Barranca,0,"Agricultura, ganadería, silvicultura, pesca y caza",108
14071,San Cristóbal de la Barranca,1,Industrias extractivas,67
14071,San Cristóbal de la Barranca,4,Industria de la construcción,66
14071,San Cristóbal de la Barranca,6,Comercio,56
14071,San Cristóbal de la Barranca,8,"Servicios para empresas, personas y el hogar",83
14072,San Diego de Alejandría,0,"Agricultura, ganadería, silvicultura, pesca y caza",18
14072,San Diego de Alejandría,3,Industrias de transformación,24
14072,San Diego de Alejandría,4,Industria de la construcción,28
14072,San Diego de Alejandría,6,Comercio,153
14072,San Diego de Alejandría,8,"Servicios para empresas, personas y el hogar",207
14072,San Diego de Alejandría,9,Servicios sociales y comunales,24
14073,San Juan de los Lagos,0,"Agricultura, ganadería, silvicultura, pesca y caza",67119
14073,San Juan de los Lagos,1,Industrias extractivas,61
14073,San Juan de los Lagos,3,Industrias de transformación,4098
14073,San Juan de los Lagos,4,Industria de la construcción,24923
14073,San Juan de los Lagos,5,"Industria eléctrica, y captación y suministro de agua potable",15
14073,San Juan de los Lagos,6,Comercio,20538
14073,San Juan de los Lagos,7,Transportes y comunicaciones,11919
14073,San Juan de los Lagos,8,"Servicios para empresas, personas y el hogar",11547
14073,San Juan de los Lagos,9,Servicios sociales y comunales,6690
14074,San Julián,0,"Agricultura, ganadería, silvicultura, pesca y caza",87
14074,San Julián,3,Industrias de transformación,305
14074,San Julián,4,Industria de la construcción,342
14074,San Julián,6,Comercio,2027
14074,San Julián,7,Transportes y comunicaciones,2216
14074,San Julián,8,"Servicios para empresas, personas y el hogar",532
14074,San Julián,9,Servicios sociales y comunales,409
14075,San Marcos,0,"Agricultura, ganadería, silvicultura, pesca y caza",116
14075,San Marcos,3,Industrias de transformación,48
14075,San Marcos,4,Industria de la construcción,359
14075,San Marcos,6,Comercio,4210
14075,San Marcos,8,"Servicios para empresas, personas y el hogar",244
14075,San Marcos,9,Servicios sociales y comunales,115
14076,San Martín de Bolaños,1,Industrias extractivas,3297
14076,San Martín de Bolaños,4,Industria de la construcción,799
14076,San Martín de Bolaños,6,Comercio,78
14076,San Martín de Bolaños,7,Transportes y comunicaciones,126
14076,San Martín de Bolaños,9,Servicios sociales y comunales,12
14077,San Martín Hidalgo,0,"Agricultura, ganadería, silvicultura, pesca y caza",2176
14077,San Martín Hidalgo,3,Industrias de transformación,542
14077,San Martín Hidalgo,4,Industria de la construcción,2925
14077,San Martín Hidalgo,5,"Industria eléctrica, y captación y suministro de agua potable",132
14077,San Martín Hidalgo,6,Comercio,2729
14077,San Martín Hidalgo,7,Transportes y comunicaciones,1204
14077,San Martín Hidalgo,8,"Servicios para empresas, personas y el hogar",455
14077,San Martín Hidalgo,9,Servicios sociales y comunales,426
14078,San Miguel el Alto,0,"Agricultura, ganadería, silvicultura, pesca y caza",12674
14078,San Miguel el Alto,1,Industrias extractivas,28
14078,San Miguel el Alto,3,Industrias de transformación,126
14078,San Miguel el Alto,4,Industria de la construcción,663
14078,San Miguel el Alto,5,"Industria eléctrica, y captación y suministro de agua potable",611
14078,San Miguel el Alto,6,Comercio,4582
14078,San Miguel el Alto,7,Transportes y comunicaciones,1981
14078,San Miguel el Alto,8,"Servicios para empresas, personas y el hogar",1086
14078,San Miguel el Alto,9,Servicios sociales y comunales,5957
14080,San Sebastián del Oeste,0,"Agricultura, ganadería, silvicultura, pesca y caza",45
14080,San Sebastián del Oeste,1,Industrias extractivas,10
14080,San Sebastián del Oeste,4,Industria de la construcción,26
14080,San Sebastián del Oeste,6,Comercio,175
14080,San Sebastián del Oeste,8,"Servicios para empresas, personas y el hogar",362
14081,Santa María de los Ángeles,4,Industria de la construcción,49
14081,Santa María de los Ángeles,9,Servicios sociales y comunales,12
14082,Sayula,0,"Agricultura, ganadería, silvicultura, pesca y caza",31470
14082,Sayula,1,Industrias extractivas,329
14082,Sayula,3,Industrias de transformación,1344
14082,Sayula,4,Industria de la construcción,1291
14082,Sayula,6,Comercio,7222
14082,Sayula,7,Transportes y comunicaciones,3259
14082,Sayula,8,"Servicios para empresas, personas y el hogar",3239
14082,Sayula,9,Servicios sociales y comunales,1474
14083,Tala,0,"Agricultura, ganadería, silvicultura, pesca y caza",96517
14083,Tala,3,Industrias de transformación,11231
14083,Tala,4,Industria de la construcción,7098
14083,Tala,6,Comercio,15247
14083,Tala,7,Transportes y comunicaciones,3087
14083,Tala,8,"Servicios para empresas, personas y el hogar",5654
14083,Tala,9,Servicios sociales y comunales,12150
14084,Talpa de Allende,0,"Agricultura, ganadería, silvicultura, pesca y caza",79
14084,Talpa de Allende,1,Industrias extractivas,12
14084,Talpa de Allende,4,Industria de la construcción,707
14084,Talpa de Allende,6,Comercio,1343
14084,Talpa de Allende,7,Transportes y comunicaciones,231
14084,Talpa de Allende,8,"Servicios para empresas, personas y el hogar",1118
14084,Talpa de Allende,9,Servicios sociales y comunales,561
14085,Tamazula de Gordiano,0,"Agricultura, ganadería, silvicultura, pesca y caza",45172
14085,Tamazula de Gordiano,1,Industrias extractivas,428
14085,Tamazula de Gordiano,3,Industrias de transformación,927
14085,Tamazula de Gordiano,4,Industria de la construcción,1798
14085,Tamazula de Gordiano,5,"Industria eléctrica, y captación y suministro de agua potable",220
14085,Tamazula de Gordiano,6,Comercio,8500
14085,Tamazula de Gordiano,7,Transportes y comunicaciones,5985
14085,Tamazula de Gordiano,8,"Servicios para empresas, personas y el hogar",9031
14085,Tamazula de Gordiano,9,Servicios sociales y comunales,7068
14086,Tapalpa,0,"Agricultura, ganadería, silvicultura, pesca y caza",15088
14086,Tapalpa,3,Industrias de transformación,12
14086,Tapalpa,4,Industria de la construcción,4075
14086,Tapalpa,6,Comercio,1846
14086,Tapalpa,7,Transportes y comunicaciones,69
14086,Tapalpa,8,"Servicios para empresas, personas y el hogar",2407
14086,Tapalpa,9,Servicios sociales y comunales,508
14087,Tecalitlán,0,"Agricultura, ganadería, silvicultura, pesca y caza",1578
14087,Tecalitlán,1,Industrias extractivas,192
14087,Tecalitlán,3,Industrias de transformación,88
14087,Tecalitlán,4,Industria de la construcción,431
14087,Tecalitlán,6,Comercio,1657
14087,Tecalitlán,7,Transportes y comunicaciones,810
14087,Tecalitlán,8,"Servicios para empresas, personas y el hogar",921
14087,Tecalitlán,9,Servicios sociales y comunales,1928
14088,Tecolotlán,0,"Agricultura, ganadería, silvicultura, pesca y caza",205
14088,Tecolotlán,1,Industrias extractivas,441
14088,Tecolotlán,3,Industrias de transformación,2137
14088,Tecolotlán,4,Industria de la construcción,335
14088,Tecolotlán,6,Comercio,2998
14088,Tecolotlán,7,Transportes y comunicaciones,254
14088,Tecolotlán,8,"Servicios para empresas, personas y el hogar",834
14088,Tecolotlán,9,Servicios sociales y comunales,3256
14089,Techaluta de Montenegro,0,"Agricultura, ganadería, silvicultura, pesca y caza",107
14089,Techaluta de Montenegro,3,Industrias de transformación,24
14089,Techaluta de Montenegro,4,Industria de la construcción,62
14089,Techaluta de Montenegro,6,Comercio,184
14089,Techaluta de Montenegro,8,"Servicios para empresas, personas y el hogar",51
14089,Techaluta de Montenegro,9,Servicios sociales y comunales,12
14090,Tenamaxtlán,0,"Agricultura, ganadería, silvicultura, pesca y caza",251
14090,Tenamaxtlán,4,Industria de la construcción,84
14090,Tenamaxtlán,6,Comercio,582
14090,Tenamaxtlán,8,"Servicios para empresas, personas y el hogar",222
14090,Tenamaxtlán,9,Servicios sociales y comunales,161
14091,Teocaltiche,0,"Agricultura, ganadería, silvicultura, pesca y caza",3222
14091,Teocaltiche,3,Industrias de transformación,190
14091,Teocaltiche,4,Industria de la construcción,738
14091,Teocaltiche,6,Comercio,6090
14091,Teocaltiche,7,Transportes y comunicaciones,140
14091,Teocaltiche,8,"Servicios para empresas, personas y el hogar",1377
14091,Teocaltiche,9,Servicios sociales y comunales,2188
14092,Teocuitatlán de Corona,0,"Agricultura, ganadería, silvicultura, pesca y caza",1894
14092,Teocuitatlán de Corona,3,Industrias de transformación,12
14092,Teocuitatlán de Corona,4,Industria de la construcción,187
14092,Teocuitatlán de Corona,6,Comercio,402
14092,Teocuitatlán de Corona,7,Transportes y comunicaciones,665
14092,Teocuitatlán de Corona,8,"Servicios para empresas, personas y el hogar",141
14092,Teocuitatlán de Corona,9,Servicios sociales y comunales,246
14093,Tepatitlán de Morelos,0,"Agricultura, ganadería, silvicultura, pesca y caza",58938
14093,Tepatitlán de Morelos,1,Industrias extractivas,24
14093,Tepatitlán de Morelos,3,Industrias de transformación,21862
14093,Tepatitlán de Morelos,4,Industria de la construcción,44191
14093,Tepatitlán de Morelos,5,"Industria eléctrica, y captación y suministro de agua potable",2858
14093,Tepatitlán de Morelos,6,Comercio,90516
14093,Tepatitlán de Morelos,7,Transportes y comunicaciones,18503
14093,Tepatitlán de Morelos,8,"Servicios para empresas, personas y el hogar",33375
14093,Tepatitlán de Morelos,9,Servicios sociales y comunales,41378
14095,Teuchitlán,0,"Agricultura, ganadería, silvicultura, pesca y caza",5739
14095,Teuchitlán,4,Industria de la construcción,211
14095,Teuchitlán,6,Comercio,176
14095,Teuchitlán,7,Transportes y comunicaciones,124
14095,Teuchitlán,8,"Servicios para empresas, personas y el hogar",883
14095,Teuchitlán,9,Servicios sociales y comunales,24
14096,Tizapán el Alto,0,"Agricultura, ganadería, silvicultura, pesca y caza",2432
14096,Tizapán el Alto,3,Industrias de transformación,133
14096,Tizapán el Alto,4,Industria de la construcción,75
14096,Tizapán el Alto,5,"Industria eléctrica, y captación y suministro de agua potable",54
14096,Tizapán el Alto,6,Comercio,1659
14096,Tizapán el Alto,7,Transportes y comunicaciones,189
14096,Tizapán el Alto,8,"Servicios para empresas, personas y el hogar",337
14096,Tizapán el Alto,9,Servicios sociales y comunales,1749
14097,Tlajomulco de Zúñiga,0,"Agricultura, ganadería, silvicultura, pesca y caza",13375
14097,Tlajomulco de Zúñiga,1,Industrias extractivas,546
14097,Tlajomulco de Zúñiga,3,Industrias de transformación,414270
14097,Tlajomulco de Zúñiga,4,Industria de la construcción,99280
14097,Tlajomulco de Zúñiga,5,"Industria eléctrica, y captación y suministro de agua potable",834
14097,Tlajomulco de Zúñiga,6,Comercio,155075
14097,Tlajomulco de Zúñiga,7,Transportes y comunicaciones,77273
14097,Tlajomulco de Zúñiga,8,"Servicios para empresas, personas y el hogar",88631
14097,Tlajomulco de Zúñiga,9,Servicios sociales y comunales,89470
14098,San Pedro Tlaquepaque,0,"Agricultura, ganadería, silvicultura, pesca y caza",3913
14098,San Pedro Tlaquepaque,1,Industrias extractivas,2384
14098,San Pedro Tlaquepaque,3,Industrias de transformación,280133
14098,San Pedro Tlaquepaque,4,Industria de la construcción,124271
14098,San Pedro Tlaquepaque,5,"Industria eléctrica, y captación y suministro de agua potable",3374
14098,San Pedro Tlaquepaque,6,Comercio,313364
14098,San Pedro Tlaquepaque,7,Transportes y comunicaciones,158002
14098,San Pedro Tlaquepaque,8,"Servicios para empresas, personas y el hogar",204944
14098,San Pedro Tlaquepaque,9,Servicios sociales y comunales,123039
14101,Tonalá,0,"Agricultura, ganadería, silvicultura, pesca y caza",3591
14101,Tonalá,1,Industrias extractivas,322
14101,Tonalá,3,Industrias de transformación,28889
14101,Tonalá,4,Industria de la construcción,31370
14101,Tonalá,5,"Industria eléctrica, y captación y suministro de agua potable",174
14101,Tonalá,6,Comercio,89663
14101,Tonalá,7,Transportes y comunicaciones,61509
14101,Tonalá,8,"Servicios para empresas, personas y el hogar",53207
14101,Tonalá,9,Servicios sociales y comunales,51811
14102,Tonaya,0,"Agricultura, ganadería, silvicultura, pesca y caza",3343
14102,Tonaya,3,Industrias de transformación,8
14102,Tonaya,4,Industria de la construcción,1381
14102,Tonaya,5,"Industria eléctrica, y captación y suministro de agua potable",12
14102,Tonaya,6,Comercio,479
14102,Tonaya,7,Transportes y comunicaciones,369
14102,Tonaya,8,"Servicios para empresas, personas y el hogar",1540
14102,Tonaya,9,Servicios sociales y comunales,24
14103,Tonila,0,"Agricultura, ganadería, silvicultura, pesca y caza",1592
14103,Tonila,1,Industrias extractivas,80
14103,Tonila,3,Industrias de transformación,150
14103,Tonila,4,Industria de la construcción,164
14103,Tonila,6,Comercio,616
14103,Tonila,8,"Servicios para empresas, personas y el hogar",1354
14103,Tonila,9,Servicios sociales y comunales,887
14104,Totatiche,0,"Agricultura, ganadería, silvicultura, pesca y caza",24
14104,Totatiche,4,Industria de la construcción,77
14104,Totatiche,6,Comercio,96
14104,Totatiche,7,Transportes y comunicaciones,47
14104,Totatiche,8,"Servicios para empresas, personas y el hogar",60
14104,Totatiche,9,Servicios sociales y comunales,78
14105,Tototlán,0,"Agricultura, ganadería, silvicultura, pesca y caza",5049
14105,Tototlán,3,Industrias de transformación,139
14105,Tototlán,4,Industria de la construcción,2302
14105,Tototlán,6,Comercio,2663
14105,Tototlán,7,Transportes y comunicaciones,1191
14105,Tototlán,8,"Servicios para empresas, personas y el hogar",362
14105,Tototlán,9,Servicios sociales y comunales,252
14106,Tuxcacuesco,0,"Agricultura, ganadería, silvicultura, pesca y caza",36133
14106,Tuxcacuesco,3,Industrias de transformación,5
14106,Tuxcacuesco,4,Industria de la construcción,602
14106,Tuxcacuesco,6,Comercio,126
14106,Tuxcacuesco,7,Transportes y comunicaciones,144
14106,Tuxcacuesco,8,"Servicios para empresas, personas y el hogar",101
14107,Tuxcueca,0,"Agricultura, ganadería, silvicultura, pesca y caza",2776
14107,Tuxcueca,3,Industrias de transformación,26
14107,Tuxcueca,4,Industria de la construcción,150
14107,Tuxcueca,6,Comercio,370
14107,Tuxcueca,8,"Servicios para empresas, personas y el hogar",77
14107,Tuxcueca,9,Servicios sociales y comunales,12
14109,Unión de San Antonio,0,"Agricultura, ganadería, silvicultura, pesca y caza",1551
14109,Unión de San Antonio,3,Industrias de transformación,9222
14109,Unión de San Antonio,4,Industria de la construcción,255
14109,Unión de San Antonio,6,Comercio,633
14109,Unión de San Antonio,7,Transportes y comunicaciones,60
14109,Unión de San Antonio,8,"Servicios para empresas, personas y el hogar",490
14109,Unión de San Antonio,9,Servicios sociales y comunales,67
14110,Unión de Tula,0,"Agricultura, ganadería, silvicultura, pesca y caza",179
14110,Unión de Tula,3,Industrias de transformación,24
14110,Unión de Tula,4,Industria de la construcción,599
14110,Unión de Tula,6,Comercio,2862
14110,Unión de Tula,7,Transportes y comunicaciones,79
14110,Unión de Tula,8,"Servicios para empresas, personas y el hogar",1452
14110,Unión de Tula,9,Servicios sociales y comunales,407
14111,Valle de Guadalupe,0,"Agricultura, ganadería, silvicultura, pesca y caza",13708
14111,Valle de Guadalupe,3,Industrias de transformación,13
14111,Valle de Guadalupe,4,Industria de la construcción,347
14111,Valle de Guadalupe,6,Comercio,994
14111,Valle de Guadalupe,7,Transportes y comunicaciones,13
14111,Valle de Guadalupe,8,"Servicios para empresas, personas y el hogar",1099
14111,Valle de Guadalupe,9,Servicios sociales y comunales,48
14112,Valle de Juárez,0,"Agricultura, ganadería, silvicultura, pesca y caza",519
14112,Valle de Juárez,3,Industrias de transformación,132
14112,Valle de Juárez,4,Industria de la construcción,126
14112,Valle de Juárez,6,Comercio,353
14112,Valle de Juárez,7,Transportes y comunicaciones,1037
14112,Valle de Juárez,8,"Servicios para empresas, personas y el hogar",436
14112,Valle de Juárez,9,Servicios sociales y comunales,74
14113,San Gabriel,0,"Agricultura, ganadería, silvicultura, pesca y caza",37942
14113,San Gabriel,3,Industrias de transformación,3365
14113,San Gabriel,4,Industria de la construcción,718
14113,San Gabriel,6,Comercio,1816
14113,San Gabriel,7,Transportes y comunicaciones,445
14113,San Gabriel,8,"Servicios para empresas, personas y el hogar",1582
14113,San Gabriel,9,Servicios sociales y comunales,1266
14114,Villa Corona,0,"Agricultura, ganadería, silvicultura, pesca y caza",977
14114,Villa Corona,1,Industrias extractivas,1968
14114,Villa Corona,3,Industrias de transformación,676
14114,Villa Corona,4,Industria de la construcción,1201
14114,Villa Corona,5,"Industria eléctrica, y captación y suministro de agua potable",12
14114,Villa Corona,6,Comercio,1459
14114,Villa Corona,7,Transportes y comunicaciones,165
14114,Villa Corona,8,"Servicios para empresas, personas y el hogar",3728
14114,Villa Corona,9,Servicios sociales y comunales,388
14117,Cañadas de Obregón,0,"Agricultura, ganadería, silvicultura, pesca y caza",12
14117,Cañadas de Obregón,4,Industria de la construcción,52
14117,Cañadas de Obregón,6,Comercio,72
14117,Cañadas de Obregón,8,"Servicios para empresas, personas y el hogar",45
14117,Cañadas de Obregón,9,Servicios sociales y comunales,12
14118,Yahualica de González Gallo,0,"Agricultura, ganadería, silvicultura, pesca y caza",182
14118,Yahualica de González Gallo,3,Industrias de transformación,338
14118,Yahualica de González Gallo,4,Industria de la construcción,2723
14118,Yahualica de González Gallo,6,Comercio,2702
14118,Yahualica de González Gallo,7,Transportes y comunicaciones,140
14118,Yahualica de González Gallo,8,"Servicios para empresas, personas y el hogar",668
14118,Yahualica de González Gallo,9,Servicios sociales y comunales,550
14119,Zacoalco de Torres,0,"Agricultura, ganadería, silvicultura, pesca y caza",20139
14119,Zacoalco de Torres,1,Industrias extractivas,12
14119,Zacoalco de Torres,3,Industrias de transformación,63
14119,Zacoalco de Torres,4,Industria de la construcción,359
14119,Zacoalco de Torres,6,Comercio,5382
14119,Zacoalco de Torres,7,Transportes y comunicaciones,299
14119,Zacoalco de Torres,8,"Servicios para empresas, personas y el hogar",6695
14119,Zacoalco de Torres,9,Servicios sociales y comunales,281
14120,Zapopan,0,"Agricultura, ganadería, silvicultura, pesca y caza",71194
14120,Zapopan,1,Industrias extractivas,2728
14120,Zapopan,3,Industrias de transformación,911935
14120,Zapopan,4,Industria de la construcción,558318
14120,Zapopan,5,"Industria eléctrica, y captación y suministro de agua potable",28057
14120,Zapopan,6,Comercio,1053465
14120,Zapopan,7,Transportes y comunicaciones,112128
14120,Zapopan,8,"Servicios para empresas, personas y el hogar",1206143
14120,Zapopan,9,Servicios sociales y comunales,439764
14121,Zapotiltic,0,"Agricultura, ganadería, silvicultura, pesca y caza",55709
14121,Zapotiltic,1,Industrias extractivas,900
14121,Zapotiltic,3,Industrias de transformación,7018
14121,Zapotiltic,4,Industria de la construcción,3799
14121,Zapotiltic,6,Comercio,5007
14121,Zapotiltic,7,Transportes y comunicaciones,6199
14121,Zapotiltic,8,"Servicios para empresas, personas y el hogar",2763
14121,Zapotiltic,9,Servicios sociales y comunales,3311
14122,Zapotitlán de Vadillo,4,Industria de la construcción,17
14122,Zapotitlán de Vadillo,6,Comercio,245
14122,Zapotitlán de Vadillo,7,Transportes y comunicaciones,20
14122,Zapotitlán de Vadillo,8,"Servicios para empresas, personas y el hogar",162
14122,Zapotitlán de Vadillo,9,Servicios sociales y comunales,3
14123,Zapotlán del Rey,0,"Agricultura, ganadería, silvicultura, pesca y caza",1375
14123,Zapotlán del Rey,3,Industrias de transformación,29442
14123,Zapotlán del Rey,4,Industria de la construcción,243
14123,Zapotlán del Rey,6,Comercio,980
14123,Zapotlán del Rey,7,Transportes y comunicaciones,693
14123,Zapotlán del Rey,8,"Servicios para empresas, personas y el hogar",54
14124,Zapotlanejo,0,"Agricultura, ganadería, silvicultura, pesca y caza",12409
14124,Zapotlanejo,1,Industrias extractivas,474
14124,Zapotlanejo,3,Industrias de transformación,10335
14124,Zapotlanejo,4,Industria de la construcción,16113
14124,Zapotlanejo,5,"Industria eléctrica, y captación y suministro de agua potable",340
14124,Zapotlanejo,6,Comercio,20416
14124,Zapotlanejo,7,Transportes y comunicaciones,3378
14124,Zapotlanejo,8,"Servicios para empresas, personas y el hogar",5210
14124,Zapotlanejo,9,Servicios sociales y comunales,3682
14125,San Ignacio Cerro Gordo,0,"Agricultura, ganadería, silvicultura, pesca y caza",36
14125,San Ignacio Cerro Gordo,5,"Industria eléctrica, y captación y suministro de agua potable",38
14125,San Ignacio Cerro Gordo,6,Comercio,413
14125,San Ignacio Cerro Gordo,7,Transportes y comunicaciones,48
14125,San Ignacio Cerro Gordo,8,"Servicios para empresas, personas y el hogar",430
14125,San Ignacio Cerro Gordo,9,Servicios sociales y comunales,2494
15001,Acambay de Ruíz Castañeda,0,"Agricultura, ganadería, silvicultura, pesca y caza",84
15001,Acambay de Ruíz Castañeda,3,Industrias de transformación,233
15001,Acambay de Ruíz Castañeda,4,Industria de la construcción,2960
15001,Acambay de Ruíz Castañeda,6,Comercio,2189
15001,Acambay de Ruíz Castañeda,7,Transportes y comunicaciones,454
15001,Acambay de Ruíz Castañeda,8,"Servicios para empresas, personas y el hogar",62
15001,Acambay de Ruíz Castañeda,9,Servicios sociales y comunales,295
15002,Acolman,0,"Agricultura, ganadería, silvicultura, pesca y caza",45
15002,Acolman,1,Industrias extractivas,86
15002,Acolman,3,Industrias de transformación,15440
15002,Acolman,4,Industria de la construcción,9693
15002,Acolman,6,Comercio,15945
15002,Acolman,7,Transportes y comunicaciones,6485
15002,Acolman,8,"Servicios para empresas, personas y el hogar",4122
15002,Acolman,9,Servicios sociales y comunales,1947
15003,Aculco,0,"Agricultura, ganadería, silvicultura, pesca y caza",60
15003,Aculco,3,Industrias de transformación,1580
15003,Aculco,4,Industria de la construcción,2078
15003,Aculco,6,Comercio,2309
15003,Aculco,7,Transportes y comunicaciones,148
15003,Aculco,8,"Servicios para empresas, personas y el hogar",485
15003,Aculco,9,Servicios sociales y comunales,127
15004,Almoloya de Alquisiras,3,Industrias de transformación,6
15004,Almoloya de Alquisiras,4,Industria de la construcción,24
15004,Almoloya de Alquisiras,6,Comercio,48
15004,Almoloya de Alquisiras,7,Transportes y comunicaciones,4
15005,Almoloya de Juárez,0,"Agricultura, ganadería, silvicultura, pesca y caza",24
15005,Almoloya de Juárez,3,Industrias de transformación,3328
15005,Almoloya de Juárez,4,Industria de la construcción,4609
15005,Almoloya de Juárez,5,"Industria eléctrica, y captación y suministro de agua potable",44
15005,Almoloya de Juárez,6,Comercio,8185
15005,Almoloya de Juárez,7,Transportes y comunicaciones,4787
15005,Almoloya de Juárez,8,"Servicios para empresas, personas y el hogar",3082
15005,Almoloya de Juárez,9,Servicios sociales y comunales,208
15006,Almoloya del Río,4,Industria de la construcción,214
